m_val,a_val,dC_dr
0.17151,19.0007,-5.96362e-05
0.577701,19.0007,0.00020245
1.03163,19.0007,0.000454642
1.53594,19.0007,0.000700368
2.09329,19.0007,0.000942506
2.70634,19.0007,0.00118348
3.37773,19.0007,0.00142537
4.11011,19.0007,0.00166996
4.90614,19.0007,0.00191883
5.76846,19.0007,0.00217339
6.69974,19.0007,0.00243488
7.70262,19.0007,0.00270445
8.77976,19.0007,0.00298314
9.9338,19.0007,0.00327191
11.1674,19.0007,0.00357168
12.4832,19.0007,0.00388329
13.8839,19.0007,0.00420757
15.3721,19.0007,0.00454528
16.9504,19.0007,0.00489718
18.6216,19.0007,0.00526401
20.3883,19.0007,0.00564646
22.253,19.0007,0.00604524
24.2186,19.0007,0.00646103
26.2875,19.0007,0.00689452
28.4626,19.0007,0.00734637
30.7464,19.0007,0.00781724
33.1415,19.0007,0.00830779
35.6507,19.0007,0.00881867
38.2766,19.0007,0.00935055
41.0218,19.0007,0.00990405
43.889,19.0007,0.0104798
46.8809,19.0007,0.0110785
50,19.0007,0.0117008
-2,21.3018,0
-1.99956,21.3018,0
-1.99646,21.3018,0
-1.98807,21.3018,0
-1.97171,21.3018,-0.0110768
-1.94475,21.3018,-0.0104218
-1.90453,21.3018,-0.00705827
-1.8484,21.3018,-0.00612341
-1.7737,21.3018,-0.00471434
-1.67779,21.3018,-0.00384745
-1.55801,21.3018,-0.00308077
-1.41171,21.3018,-0.00245732
-1.23624,21.3018,-0.00170272
-1.02894,21.3018,-0.0013036
-0.787172,21.3018,-0.000949882
-0.508275,21.3018,-0.000630029
-0.189598,21.3018,-0.000335464
0.17151,21.3018,-5.96362e-05
0.577701,21.3018,0.00020245
1.03163,21.3018,0.000454642
1.53594,21.3018,0.000700368
2.09329,21.3018,0.000942506
2.70634,21.3018,0.00118348
3.37773,21.3018,0.00142537
4.11011,21.3018,0.00166996
4.90614,21.3018,0.00191883
5.76846,21.3018,0.00217339
6.69974,21.3018,0.00243488
7.70262,21.3018,0.00270445
8.77976,21.3018,0.00298314
9.9338,21.3018,0.00327191
11.1674,21.3018,0.00357168
12.4832,21.3018,0.00388329
13.8839,21.3018,0.00420757
15.3721,21.3018,0.00454528
16.9504,21.3018,0.00489718
18.6216,21.3018,0.00526401
20.3883,21.3018,0.00564646
22.253,21.3018,0.00604524
24.2186,21.3018,0.00646103
26.2875,21.3018,0.00689452
28.4626,21.3018,0.00734637
30.7464,21.3018,0.00781724
33.1415,21.3018,0.00830779
35.6507,21.3018,0.00881867
38.2766,21.3018,0.00935055
41.0218,21.3018,0.00990405
43.889,21.3018,0.0104798
46.8809,21.3018,0.0110785
50,21.3018,0.0117008
-2,23.7344,0
-1.99956,23.7344,0
-1.99646,23.7344,0
-1.98807,23.7344,0
-1.97171,23.7344,-0.0110768
-1.94475,23.7344,-0.0104218
-1.90453,23.7344,-0.00705827
-1.8484,23.7344,-0.00612341
-1.7737,23.7344,-0.00471434
-1.67779,23.7344,-0.00384745
-1.55801,23.7344,-0.00308077
-1.41171,23.7344,-0.00245732
-1.23624,23.7344,-0.00170272
-1.02894,23.7344,-0.0013036
-0.787172,23.7344,-0.000949882
-0.508275,23.7344,-0.000630029
-0.189598,23.7344,-0.000335464
0.17151,23.7344,-5.96362e-05
0.577701,23.7344,0.00020245
1.03163,23.7344,0.000454642
1.53594,23.7344,0.000700368
2.09329,23.7344,0.000942506
2.70634,23.7344,0.00118348
3.37773,23.7344,0.00142537
4.11011,23.7344,0.00166996
4.90614,23.7344,0.00191883
5.76846,23.7344,0.00217339
6.69974,23.7344,0.00243488
7.70262,23.7344,0.00270445
8.77976,23.7344,0.00298314
9.9338,23.7344,0.00327191
11.1674,23.7344,0.00357168
12.4832,23.7344,0.00388329
13.8839,23.7344,0.00420757
15.3721,23.7344,0.00454528
16.9504,23.7344,0.00489718
18.6216,23.7344,0.00526401
20.3883,23.7344,0.00564646
22.253,23.7344,0.00604524
24.2186,23.7344,0.00646103
26.2875,23.7344,0.00689452
28.4626,23.7344,0.00734637
30.7464,23.7344,0.00781724
33.1415,23.7344,0.00830779
35.6507,23.7344,0.00881867
38.2766,23.7344,0.00935055
41.0218,23.7344,0.00990405
43.889,23.7344,0.0104798
46.8809,23.7344,0.0110785
50,23.7344,0.0117008
-2,26.2985,0
-1.99956,26.2985,0
-1.99646,26.2985,0
-1.98807,26.2985,0
-1.97171,26.2985,-0.0110768
-1.94475,26.2985,-0.0104218
-1.90453,26.2985,-0.00705827
-1.8484,26.2985,-0.00612341
-1.7737,26.2985,-0.00471434
-1.67779,26.2985,-0.00384745
-1.55801,26.2985,-0.00308077
-1.41171,26.2985,-0.00245732
-1.23624,26.2985,-0.00170272
-1.02894,26.2985,-0.0013036
-0.787172,26.2985,-0.000949882
-0.508275,26.2985,-0.000630029
-0.189598,26.2985,-0.000335464
0.17151,26.2985,-5.96362e-05
0.577701,26.2985,0.00020245
1.03163,26.2985,0.000454642
1.53594,26.2985,0.000700368
2.09329,26.2985,0.000942506
2.70634,26.2985,0.00118348
3.37773,26.2985,0.00142537
4.11011,26.2985,0.00166996
4.90614,26.2985,0.00191883
5.76846,26.2985,0.00217339
6.69974,26.2985,0.00243488
7.70262,26.2985,0.00270445
8.77976,26.2985,0.00298314
9.9338,26.2985,0.00327191
11.1674,26.2985,0.00357168
12.4832,26.2985,0.00388329
13.8839,26.2985,0.00420757
15.3721,26.2985,0.00454528
16.9504,26.2985,0.00489718
18.6216,26.2985,0.00526401
20.3883,26.2985,0.00564646
22.253,26.2985,0.00604524
24.2186,26.2985,0.00646103
26.2875,26.2985,0.00689452
28.4626,26.2985,0.00734637
30.7464,26.2985,0.00781724
33.1415,26.2985,0.00830779
35.6507,26.2985,0.00881867
38.2766,26.2985,0.00935055
41.0218,26.2985,0.00990405
43.889,26.2985,0.0104798
46.8809,26.2985,0.0110785
50,26.2985,0.0117008
-2,28.9941,0
-1.99956,28.9941,0
-1.99646,28.9941,0
-1.98807,28.9941,0
-1.97171,28.9941,-0.0110768
-1.94475,28.9941,-0.0104218
-1.90453,28.9941,-0.00705827
-1.8484,28.9941,-0.00612341
-1.7737,28.9941,-0.00471434
-1.67779,28.9941,-0.00384745
-1.55801,28.9941,-0.00308077
-1.41171,28.9941,-0.00245732
-1.23624,28.9941,-0.00170272
-1.02894,28.9941,-0.0013036
-0.787172,28.9941,-0.000949882
-0.508275,28.9941,-0.000630029
-0.189598,28.9941,-0.000335464
0.17151,28.9941,-5.96362e-05
0.577701,28.9941,0.00020245
1.03163,28.9941,0.000454642
1.53594,28.9941,0.000700368
2.09329,28.9941,0.000942506
2.70634,28.9941,0.00118348
3.37773,28.9941,0.00142537
4.11011,28.9941,0.00166996
4.90614,28.9941,0.00191883
5.76846,28.9941,0.00217339
6.69974,28.9941,0.00243488
7.70262,28.9941,0.00270445
8.77976,28.9941,0.00298314
9.9338,28.9941,0.00327191
11.1674,28.9941,0.00357168
12.4832,28.9941,0.00388329
13.8839,28.9941,0.00420757
15.3721,28.9941,0.00454528
16.9504,28.9941,0.00489718
18.6216,28.9941,0.00526401
20.3883,28.9941,0.00564646
22.253,28.9941,0.00604524
24.2186,28.9941,0.00646103
26.2875,28.9941,0.00689452
28.4626,28.9941,0.00734637
30.7464,28.9941,0.00781724
33.1415,28.9941,0.00830779
35.6507,28.9941,0.00881867
38.2766,28.9941,0.00935055
41.0218,28.9941,0.00990405
43.889,28.9941,0.0104798
46.8809,28.9941,0.0110785
50,28.9941,0.0117008
-2,31.8212,0
-1.99956,31.8212,0
-1.99646,31.8212,0
-1.98807,31.8212,0
-1.97171,31.8212,-0.0110768
-1.94475,31.8212,-0.0104218
-1.90453,31.8212,-0.00705827
-1.8484,31.8212,-0.00612341
-1.7737,31.8212,-0.00471434
-1.67779,31.8212,-0.00384745
-1.55801,31.8212,-0.00308077
-1.41171,31.8212,-0.00245732
-1.23624,31.8212,-0.00170272
-1.02894,31.8212,-0.0013036
-0.787172,31.8212,-0.000949882
-0.508275,31.8212,-0.000630029
-0.189598,31.8212,-0.000335464
0.17151,31.8212,-5.96362e-05
0.577701,31.8212,0.00020245
1.03163,31.8212,0.000454642
1.53594,31.8212,0.000700368
2.09329,31.8212,0.000942506
2.70634,31.8212,0.00118348
3.37773,31.8212,0.00142537
4.11011,31.8212,0.00166996
4.90614,31.8212,0.00191883
5.76846,31.8212,0.00217339
6.69974,31.8212,0.00243488
7.70262,31.8212,0.00270445
8.77976,31.8212,0.00298314
9.9338,31.8212,0.00327191
11.1674,31.8212,0.00357168
12.4832,31.8212,0.00388329
13.8839,31.8212,0.00420757
15.3721,31.8212,0.00454528
16.9504,31.8212,0.00489718
18.6216,31.8212,0.00526401
20.3883,31.8212,0.00564646
22.253,31.8212,0.00604524
24.2186,31.8212,0.00646103
26.2875,31.8212,0.00689452
28.4626,31.8212,0.00734637
30.7464,31.8212,0.00781724
33.1415,31.8212,0.00830779
35.6507,31.8212,0.00881867
38.2766,31.8212,0.00935055
41.0218,31.8212,0.00990405
43.889,31.8212,0.0104798
46.8809,31.8212,0.0110785
50,31.8212,0.0117008
-2,34.7798,0
-1.99956,34.7798,0
-1.99646,34.7798,0
-1.98807,34.7798,0
-1.97171,34.7798,-0.0110768
-1.94475,34.7798,-0.0104218
-1.90453,34.7798,-0.00705827
-1.8484,34.7798,-0.00612341
-1.7737,34.7798,-0.00471434
-1.67779,34.7798,-0.00384745
-1.55801,34.7798,-0.00308077
-1.41171,34.7798,-0.00245732
-1.23624,34.7798,-0.00170272
-1.02894,34.7798,-0.0013036
-0.787172,34.7798,-0.000949882
-0.508275,34.7798,-0.000630029
-0.189598,34.7798,-0.000335464
0.17151,34.7798,-5.96362e-05
0.577701,34.7798,0.00020245
1.03163,34.7798,0.000454642
1.53594,34.7798,0.000700368
2.09329,34.7798,0.000942506
2.70634,34.7798,0.00118348
3.37773,34.7798,0.00142537
4.11011,34.7798,0.00166996
4.90614,34.7798,0.00191883
5.76846,34.7798,0.00217339
6.69974,34.7798,0.00243488
7.70262,34.7798,0.00270445
8.77976,34.7798,0.00298314
9.9338,34.7798,0.00327191
11.1674,34.7798,0.00357168
12.4832,34.7798,0.00388329
13.8839,34.7798,0.00420757
15.3721,34.7798,0.00454528
16.9504,34.7798,0.00489718
18.6216,34.7798,0.00526401
20.3883,34.7798,0.00564646
22.253,34.7798,0.00604524
24.2186,34.7798,0.00646103
26.2875,34.7798,0.00689452
28.4626,34.7798,0.00734637
30.7464,34.7798,0.00781724
33.1415,34.7798,0.00830779
35.6507,34.7798,0.00881867
38.2766,34.7798,0.00935055
41.0218,34.7798,0.00990405
43.889,34.7798,0.0104798
46.8809,34.7798,0.0110785
50,34.7798,0.0117008
-2,37.8698,0
-1.99956,37.8698,0
-1.99646,37.8698,0
-1.98807,37.8698,0
-1.97171,37.8698,-0.0110768
-1.94475,37.8698,-0.0104218
-1.90453,37.8698,-0.00705827
-1.8484,37.8698,-0.00612341
-1.7737,37.8698,-0.00471434
-1.67779,37.8698,-0.00384745
-1.55801,37.8698,-0.00308077
-1.41171,37.8698,-0.00245732
-1.23624,37.8698,-0.00170272
-1.02894,37.8698,-0.0013036
-0.787172,37.8698,-0.000949882
-0.508275,37.8698,-0.000630029
-0.189598,37.8698,-0.000335464
0.17151,37.8698,-5.96362e-05
0.577701,37.8698,0.00020245
1.03163,37.8698,0.000454642
1.53594,37.8698,0.000700368
2.09329,37.8698,0.000942506
2.70634,37.8698,0.00118348
3.37773,37.8698,0.00142537
4.11011,37.8698,0.00166996
4.90614,37.8698,0.00191883
5.76846,37.8698,0.00217339
6.69974,37.8698,0.00243488
7.70262,37.8698,0.00270445
8.77976,37.8698,0.00298314
9.9338,37.8698,0.00327191
11.1674,37.8698,0.00357168
12.4832,37.8698,0.00388329
13.8839,37.8698,0.00420757
15.3721,37.8698,0.00454528
16.9504,37.8698,0.00489718
18.6216,37.8698,0.00526401
20.3883,37.8698,0.00564646
22.253,37.8698,0.00604524
24.2186,37.8698,0.00646103
26.2875,37.8698,0.00689452
28.4626,37.8698,0.00734637
30.7464,37.8698,0.00781724
33.1415,37.8698,0.00830779
35.6507,37.8698,0.00881867
38.2766,37.8698,0.00935055
41.0218,37.8698,0.00990405
43.889,37.8698,0.0104798
46.8809,37.8698,0.0110785
50,37.8698,0.0117008
-2,41.0914,0
-1.99956,41.0914,0
-1.99646,41.0914,0
-1.98807,41.0914,0
-1.97171,41.0914,-0.0110768
-1.94475,41.0914,-0.0104218
-1.90453,41.0914,-0.00705827
-1.8484,41.0914,-0.00612341
-1.7737,41.0914,-0.00471434
-1.67779,41.0914,-0.00384745
-1.55801,41.0914,-0.00308077
-1.41171,41.0914,-0.00245732
-1.23624,41.0914,-0.00170272
-1.02894,41.0914,-0.0013036
-0.787172,41.0914,-0.000949882
-0.508275,41.0914,-0.000630029
-0.189598,41.0914,-0.000335464
0.17151,41.0914,-5.96362e-05
0.577701,41.0914,0.00020245
1.03163,41.0914,0.000454642
1.53594,41.0914,0.000700368
2.09329,41.0914,0.000942506
2.70634,41.0914,0.00118348
3.37773,41.0914,0.00142537
4.11011,41.0914,0.00166996
4.90614,41.0914,0.00191883
5.76846,41.0914,0.00217339
6.69974,41.0914,0.00243488
7.70262,41.0914,0.00270445
8.77976,41.0914,0.00298314
9.9338,41.0914,0.00327191
11.1674,41.0914,0.00357168
12.4832,41.0914,0.00388329
13.8839,41.0914,0.00420757
15.3721,41.0914,0.00454528
16.9504,41.0914,0.00489718
18.6216,41.0914,0.00526401
20.3883,41.0914,0.00564646
22.253,41.0914,0.00604524
24.2186,41.0914,0.00646103
26.2875,41.0914,0.00689452
28.4626,41.0914,0.00734637
30.7464,41.0914,0.00781724
33.1415,41.0914,0.00830779
35.6507,41.0914,0.00881867
38.2766,41.0914,0.00935055
41.0218,41.0914,0.00990405
43.889,41.0914,0.0104798
46.8809,41.0914,0.0110785
50,41.0914,0.0117008
-2,44.4444,0
-1.99956,44.4444,0
-1.99646,44.4444,0
-1.98807,44.4444,0
-1.97171,44.4444,-0.0110768
-1.94475,44.4444,-0.0104218
-1.90453,44.4444,-0.00705827
-1.8484,44.4444,-0.00612341
-1.7737,44.4444,-0.00471434
-1.67779,44.4444,-0.00384745
-1.55801,44.4444,-0.00308077
-1.41171,44.4444,-0.00245732
-1.23624,44.4444,-0.00170272
-1.02894,44.4444,-0.0013036
-0.787172,44.4444,-0.000949882
-0.508275,44.4444,-0.000630029
-0.189598,44.4444,-0.000335464
0.17151,44.4444,-5.96362e-05
0.577701,44.4444,0.00020245
1.03163,44.4444,0.000454642
1.53594,44.4444,0.000700368
2.09329,44.4444,0.000942506
2.70634,44.4444,0.00118348
3.37773,44.4444,0.00142537
4.11011,44.4444,0.00166996
4.90614,44.4444,0.00191883
5.76846,44.4444,0.00217339
6.69974,44.4444,0.00243488
7.70262,44.4444,0.00270445
8.77976,44.4444,0.00298314
9.9338,44.4444,0.00327191
11.1674,44.4444,0.00357168
12.4832,44.4444,0.00388329
13.8839,44.4444,0.00420757
15.3721,44.4444,0.00454528
16.9504,44.4444,0.00489718
18.6216,44.4444,0.00526401
20.3883,44.4444,0.00564646
22.253,44.4444,0.00604524
24.2186,44.4444,0.00646103
26.2875,44.4444,0.00689452
28.4626,44.4444,0.00734637
30.7464,44.4444,0.00781724
33.1415,44.4444,0.00830779
35.6507,44.4444,0.00881867
38.2766,44.4444,0.00935055
41.0218,44.4444,0.00990405
43.889,44.4444,0.0104798
46.8809,44.4444,0.0110785
50,44.4444,0.0117008
-2,47.929,0
-1.99956,47.929,0
-1.99646,47.929,0
-1.98807,47.929,0
-1.97171,47.929,-0.0110768
-1.94475,47.929,-0.0104218
-1.90453,47.929,-0.00705827
-1.8484,47.929,-0.00612341
-1.7737,47.929,-0.00471434
-1.67779,47.929,-0.00384745
-1.55801,47.929,-0.00308077
-1.41171,47.929,-0.00245732
-1.23624,47.929,-0.00170272
-1.02894,47.929,-0.0013036
-0.787172,47.929,-0.000949882
-0.508275,47.929,-0.000630029
-0.189598,47.929,-0.000335464
0.17151,47.929,-5.96362e-05
0.577701,47.929,0.00020245
1.03163,47.929,0.000454642
1.53594,47.929,0.000700368
2.09329,47.929,0.000942506
2.70634,47.929,0.00118348
3.37773,47.929,0.00142537
4.11011,47.929,0.00166996
4.90614,47.929,0.00191883
5.76846,47.929,0.00217339
6.69974,47.929,0.00243488
7.70262,47.929,0.00270445
8.77976,47.929,0.00298314
9.9338,47.929,0.00327191
11.1674,47.929,0.00357168
12.4832,47.929,0.00388329
13.8839,47.929,0.00420757
15.3721,47.929,0.00454528
16.9504,47.929,0.00489718
18.6216,47.929,0.00526401
20.3883,47.929,0.00564646
22.253,47.929,0.00604524
24.2186,47.929,0.00646103
26.2875,47.929,0.00689452
28.4626,47.929,0.00734637
30.7464,47.929,0.00781724
33.1415,47.929,0.00830779
35.6507,47.929,0.00881867
38.2766,47.929,0.00935055
41.0218,47.929,0.00990405
43.889,47.929,0.0104798
46.8809,47.929,0.0110785
50,47.929,0.0117008
-2,51.545,0
-1.99956,51.545,0
-1.99646,51.545,0
-1.98807,51.545,0
-1.97171,51.545,-0.0110768
-1.94475,51.545,-0.0104218
-1.90453,51.545,-0.00705827
-1.8484,51.545,-0.00612341
-1.7737,51.545,-0.00471434
-1.67779,51.545,-0.00384745
-1.55801,51.545,-0.00308077
-1.41171,51.545,-0.00245732
-1.23624,51.545,-0.00170272
-1.02894,51.545,-0.0013036
-0.787172,51.545,-0.000949882
-0.508275,51.545,-0.000630029
-0.189598,51.545,-0.000335464
0.17151,51.545,-5.96362e-05
0.577701,51.545,0.00020245
1.03163,51.545,0.000454642
1.53594,51.545,0.000700368
2.09329,51.545,0.000942506
2.70634,51.545,0.00118348
3.37773,51.545,0.00142537
4.11011,51.545,0.00166996
4.90614,51.545,0.00191883
5.76846,51.545,0.00217339
6.69974,51.545,0.00243488
7.70262,51.545,0.00270445
8.77976,51.545,0.00298314
9.9338,51.545,0.00327191
11.1674,51.545,0.00357168
12.4832,51.545,0.00388329
13.8839,51.545,0.00420757
15.3721,51.545,0.00454528
16.9504,51.545,0.00489718
18.6216,51.545,0.00526401
20.3883,51.545,0.00564646
22.253,51.545,0.00604524
24.2186,51.545,0.00646103
26.2875,51.545,0.00689452
28.4626,51.545,0.00734637
30.7464,51.545,0.00781724
33.1415,51.545,0.00830779
35.6507,51.545,0.00881867
38.2766,51.545,0.00935055
41.0218,51.545,0.00990405
43.889,51.545,0.0104798
46.8809,51.545,0.0110785
50,51.545,0.0117008
-2,55.2926,0
-1.99956,55.2926,0
-1.99646,55.2926,0
-1.98807,55.2926,0
-1.97171,55.2926,-0.0110768
-1.94475,55.2926,-0.0104218
-1.90453,55.2926,-0.00705827
-1.8484,55.2926,-0.00612341
-1.7737,55.2926,-0.00471434
-1.67779,55.2926,-0.00384745
-1.55801,55.2926,-0.00308077
-1.41171,55.2926,-0.00245732
-1.23624,55.2926,-0.00170272
-1.02894,55.2926,-0.0013036
-0.787172,55.2926,-0.000949882
-0.508275,55.2926,-0.000630029
-0.189598,55.2926,-0.000335464
0.17151,55.2926,-5.96362e-05
0.577701,55.2926,0.00020245
1.03163,55.2926,0.000454642
1.53594,55.2926,0.000700368
2.09329,55.2926,0.000942506
2.70634,55.2926,0.00118348
3.37773,55.2926,0.00142537
4.11011,55.2926,0.00166996
4.90614,55.2926,0.00191883
5.76846,55.2926,0.00217339
6.69974,55.2926,0.00243488
7.70262,55.2926,0.00270445
8.77976,55.2926,0.00298314
9.9338,55.2926,0.00327191
11.1674,55.2926,0.00357168
12.4832,55.2926,0.00388329
13.8839,55.2926,0.00420757
15.3721,55.2926,0.00454528
16.9504,55.2926,0.00489718
18.6216,55.2926,0.00526401
20.3883,55.2926,0.00564646
22.253,55.2926,0.00604524
24.2186,55.2926,0.00646103
26.2875,55.2926,0.00689452
28.4626,55.2926,0.00734637
30.7464,55.2926,0.00781724
33.1415,55.2926,0.00830779
35.6507,55.2926,0.00881867
38.2766,55.2926,0.00935055
41.0218,55.2926,0.00990405
43.889,55.2926,0.0104798
46.8809,55.2926,0.0110785
50,55.2926,0.0117008
-2,59.1716,0
-1.99956,59.1716,0
-1.99646,59.1716,0
-1.98807,59.1716,0
-1.97171,59.1716,-0.0110768
-1.94475,59.1716,-0.0104218
-1.90453,59.1716,-0.00705827
-1.8484,59.1716,-0.00612341
-1.7737,59.1716,-0.00471434
-1.67779,59.1716,-0.00384745
-1.55801,59.1716,-0.00308077
-1.41171,59.1716,-0.00245732
-1.23624,59.1716,-0.00170272
-1.02894,59.1716,-0.0013036
-0.787172,59.1716,-0.000949882
-0.508275,59.1716,-0.000630029
-0.189598,59.1716,-0.000335464
0.17151,59.1716,-5.96362e-05
0.577701,59.1716,0.00020245
1.03163,59.1716,0.000454642
1.53594,59.1716,0.000700368
2.09329,59.1716,0.000942506
2.70634,59.1716,0.00118348
3.37773,59.1716,0.00142537
4.11011,59.1716,0.00166996
4.90614,59.1716,0.00191883
5.76846,59.1716,0.00217339
6.69974,59.1716,0.00243488
7.70262,59.1716,0.00270445
8.77976,59.1716,0.00298314
9.9338,59.1716,0.00327191
11.1674,59.1716,0.00357168
12.4832,59.1716,0.00388329
13.8839,59.1716,0.00420757
15.3721,59.1716,0.00454528
16.9504,59.1716,0.00489718
18.6216,59.1716,0.00526401
20.3883,59.1716,0.00564646
22.253,59.1716,0.00604524
24.2186,59.1716,0.00646103
26.2875,59.1716,0.00689452
28.4626,59.1716,0.00734637
30.7464,59.1716,0.00781724
33.1415,59.1716,0.00830779
35.6507,59.1716,0.00881867
38.2766,59.1716,0.00935055
41.0218,59.1716,0.00990405
43.889,59.1716,0.0104798
46.8809,59.1716,0.0110785
50,59.1716,0.0117008
-2,63.1821,0
-1.99956,63.1821,0
-1.99646,63.1821,0
-1.98807,63.1821,0
-1.97171,63.1821,-0.0110768
-1.94475,63.1821,-0.0104218
-1.90453,63.1821,-0.00705827
-1.8484,63.1821,-0.00612341
-1.7737,63.1821,-0.00471434
-1.67779,63.1821,-0.00384745
-1.55801,63.1821,-0.00308077
-1.41171,63.1821,-0.00245732
-1.23624,63.1821,-0.00170272
-1.02894,63.1821,-0.0013036
-0.787172,63.1821,-0.000949882
-0.508275,63.1821,-0.000630029
-0.189598,63.1821,-0.000335464
0.17151,63.1821,-5.96362e-05
0.577701,63.1821,0.00020245
1.03163,63.1821,0.000454642
1.53594,63.1821,0.000700368
2.09329,63.1821,0.000942506
2.70634,63.1821,0.00118348
3.37773,63.1821,0.00142537
4.11011,63.1821,0.00166996
4.90614,63.1821,0.00191883
5.76846,63.1821,0.00217339
6.69974,63.1821,0.00243488
7.70262,63.1821,0.00270445
8.77976,63.1821,0.00298314
9.9338,63.1821,0.00327191
11.1674,63.1821,0.00357168
12.4832,63.1821,0.00388329
13.8839,63.1821,0.00420757
15.3721,63.1821,0.00454528
16.9504,63.1821,0.00489718
18.6216,63.1821,0.00526401
20.3883,63.1821,0.00564646
22.253,63.1821,0.00604524
24.2186,63.1821,0.00646103
26.2875,63.1821,0.00689452
28.4626,63.1821,0.00734637
30.7464,63.1821,0.00781724
33.1415,63.1821,0.00830779
35.6507,63.1821,0.00881867
38.2766,63.1821,0.00935055
41.0218,63.1821,0.00990405
43.889,63.1821,0.0104798
46.8809,63.1821,0.0110785
50,63.1821,0.0117008
-2,67.3241,0
-1.99956,67.3241,0
-1.99646,67.3241,0
-1.98807,67.3241,0
-1.97171,67.3241,-0.0110768
-1.94475,67.3241,-0.0104218
-1.90453,67.3241,-0.00705827
-1.8484,67.3241,-0.00612341
-1.7737,67.3241,-0.00471434
-1.67779,67.3241,-0.00384745
-1.55801,67.3241,-0.00308077
-1.41171,67.3241,-0.00245732
-1.23624,67.3241,-0.00170272
-1.02894,67.3241,-0.0013036
-0.787172,67.3241,-0.000949882
-0.508275,67.3241,-0.000630029
-0.189598,67.3241,-0.000335464
0.17151,67.3241,-5.96362e-05
0.577701,67.3241,0.00020245
1.03163,67.3241,0.000454642
1.53594,67.3241,0.000700368
2.09329,67.3241,0.000942506
2.70634,67.3241,0.00118348
3.37773,67.3241,0.00142537
4.11011,67.3241,0.00166996
4.90614,67.3241,0.00191883
5.76846,67.3241,0.00217339
6.69974,67.3241,0.00243488
7.70262,67.3241,0.00270445
8.77976,67.3241,0.00298314
9.9338,67.3241,0.00327191
11.1674,67.3241,0.00357168
12.4832,67.3241,0.00388329
13.8839,67.3241,0.00420757
15.3721,67.3241,0.00454528
16.9504,67.3241,0.00489718
18.6216,67.3241,0.00526401
20.3883,67.3241,0.00564646
22.253,67.3241,0.00604524
24.2186,67.3241,0.00646103
26.2875,67.3241,0.00689452
28.4626,67.3241,0.00734637
30.7464,67.3241,0.00781724
33.1415,67.3241,0.00830779
35.6507,67.3241,0.00881867
38.2766,67.3241,0.00935055
41.0218,67.3241,0.00990405
43.889,67.3241,0.0104798
46.8809,67.3241,0.0110785
50,67.3241,0.0117008
-2,71.5976,0
-1.99956,71.5976,0
-1.99646,71.5976,0
-1.98807,71.5976,0
-1.97171,71.5976,-0.0110768
-1.94475,71.5976,-0.0104218
-1.90453,71.5976,-0.00705827
-1.8484,71.5976,-0.00612341
-1.7737,71.5976,-0.00471434
-1.67779,71.5976,-0.00384745
-1.55801,71.5976,-0.00308077
-1.41171,71.5976,-0.00245732
-1.23624,71.5976,-0.00170272
-1.02894,71.5976,-0.0013036
-0.787172,71.5976,-0.000949882
-0.508275,71.5976,-0.000630029
-0.189598,71.5976,-0.000335464
0.17151,71.5976,-5.96362e-05
0.577701,71.5976,0.00020245
1.03163,71.5976,0.000454642
1.53594,71.5976,0.000700368
2.09329,71.5976,0.000942506
2.70634,71.5976,0.00118348
3.37773,71.5976,0.00142537
4.11011,71.5976,0.00166996
4.90614,71.5976,0.00191883
5.76846,71.5976,0.00217339
6.69974,71.5976,0.00243488
7.70262,71.5976,0.00270445
8.77976,71.5976,0.00298314
9.9338,71.5976,0.00327191
11.1674,71.5976,0.00357168
12.4832,71.5976,0.00388329
13.8839,71.5976,0.00420757
15.3721,71.5976,0.00454528
16.9504,71.5976,0.00489718
18.6216,71.5976,0.00526401
20.3883,71.5976,0.00564646
22.253,71.5976,0.00604524
24.2186,71.5976,0.00646103
26.2875,71.5976,0.00689452
28.4626,71.5976,0.00734637
30.7464,71.5976,0.00781724
33.1415,71.5976,0.00830779
35.6507,71.5976,0.00881867
38.2766,71.5976,0.00935055
41.0218,71.5976,0.00990405
43.889,71.5976,0.0104798
46.8809,71.5976,0.0110785
50,71.5976,0.0117008
-2,76.0026,0
-1.99956,76.0026,0
-1.99646,76.0026,0
-1.98807,76.0026,0
-1.97171,76.0026,-0.0110768
-1.94475,76.0026,-0.0104218
-1.90453,76.0026,-0.00705827
-1.8484,76.0026,-0.00612341
-1.7737,76.0026,-0.00471434
-1.67779,76.0026,-0.00384745
-1.55801,76.0026,-0.00308077
-1.41171,76.0026,-0.00245732
-1.23624,76.0026,-0.00170272
-1.02894,76.0026,-0.0013036
-0.787172,76.0026,-0.000949882
-0.508275,76.0026,-0.000630029
-0.189598,76.0026,-0.000335464
0.17151,76.0026,-5.96362e-05
0.577701,76.0026,0.00020245
1.03163,76.0026,0.000454642
1.53594,76.0026,0.000700368
2.09329,76.0026,0.000942506
2.70634,76.0026,0.00118348
3.37773,76.0026,0.00142537
4.11011,76.0026,0.00166996
4.90614,76.0026,0.00191883
5.76846,76.0026,0.00217339
6.69974,76.0026,0.00243488
7.70262,76.0026,0.00270445
8.77976,76.0026,0.00298314
9.9338,76.0026,0.00327191
11.1674,76.0026,0.00357168
12.4832,76.0026,0.00388329
13.8839,76.0026,0.00420757
15.3721,76.0026,0.00454528
16.9504,76.0026,0.00489718
18.6216,76.0026,0.00526401
