asset,z_idx,consumption,next_asset,distribution
3.96048,4,2.7471,5.83382,1.39979e-05
4.24835,4,2.75507,6.1175,1.48109e-05
4.54632,4,2.76327,6.41119,1.80628e-05
4.85439,4,2.77169,6.71488,1.94847e-05
5.17256,4,2.78033,7.02859,2.10956e-05
5.50083,4,2.78919,7.35232,2.34965e-05
5.83921,4,2.79825,7.68607,2.84852e-05
6.18768,4,2.80751,8.02986,2.89589e-05
6.54626,4,2.81698,8.38368,3.2451e-05
6.91493,4,2.82665,8.74753,3.47514e-05
7.29371,4,2.83651,9.12142,3.77365e-05
7.68259,4,2.84657,9.50534,4.6623e-05
8.08156,4,2.85681,9.89931,4.5916e-05
8.49064,4,2.86725,10.3033,4.96955e-05
8.90982,4,2.87787,10.7174,5.34723e-05
9.3391,4,2.88867,11.1415,6.0805e-05
9.77848,4,2.89965,11.5757,6.47413e-05
10.228,4,2.91081,12.0199,6.7813e-05
10.6875,4,2.92214,12.4742,7.41632e-05
11.1572,4,2.93364,12.9385,8.39438e-05
11.637,4,2.94532,13.4129,8.5386e-05
12.1269,4,2.95716,13.8974,8.99928e-05
12.6269,4,2.96917,14.392,9.82899e-05
13.137,4,2.98134,14.8966,0.000105422
13.6572,4,2.99367,15.4113,0.000108935
14.1874,4,3.00616,15.936,0.000116198
14.7278,4,3.01881,16.4709,0.000124443
15.2783,4,3.03161,17.0158,0.000129797
15.8389,4,3.04457,17.5708,0.000136609
16.4096,4,3.05767,18.1358,0.000145205
16.9904,4,3.07093,18.711,0.000153736
17.5813,4,3.08434,19.2962,0.000164518
18.1823,4,3.09789,19.8916,0.000168697
18.7934,4,3.11159,20.497,0.000178092
19.4146,4,3.12543,21.1125,0.000187874
20.0458,4,3.13942,21.7381,0.00019399
20.6872,4,3.15355,22.3738,0.000203911
21.3387,4,3.16782,23.0196,0.000212821
22.0003,4,3.18223,23.6754,0.000220959
22.672,4,3.19677,24.3414,0.000230919
23.3538,4,3.21145,25.0175,0.00023989
24.0457,4,3.22627,25.7036,0.000249325
24.7477,4,3.24122,26.3999,0.000259109
25.4598,4,3.25631,27.1063,0.000268738
26.182,4,3.27152,27.8227,0.000278782
26.9143,4,3.28687,28.5493,0.00028889
27.6567,4,3.30235,29.286,0.000299219
28.4092,4,3.31795,30.0328,0.000309609
29.1718,4,3.33369,30.7896,0.000320228
29.9445,4,3.34955,31.5566,0.000331126
30.7273,4,3.36554,32.3337,0.000341869
31.5202,4,3.38165,33.1209,0.00035311
32.3233,4,3.39788,33.9182,0.000370238
33.1364,4,3.41424,34.7257,0.000380495
33.9596,4,3.43073,35.5432,0.000393281
34.7929,4,3.44734,36.3708,0.000404151
35.6363,4,3.46407,37.2086,0.00041686
36.4898,4,3.48092,38.0565,0.00042836
37.3534,4,3.4979,38.9144,0.000441048
38.2271,4,3.515,39.7825,0.000453098
39.1109,4,3.53221,40.6607,0.000465873
40.0048,4,3.54955,41.549,0.000478307
40.9089,4,3.56701,42.4475,0.00049157
41.823,4,3.58458,43.356,0.000504152
42.7472,4,3.60228,44.2747,0.000517424
43.6815,4,3.62009,45.2034,0.000530472
44.6259,4,3.63802,46.1423,0.00054392
45.5804,4,3.65607,47.0913,0.00055748
46.545,4,3.67424,48.0504,0.000570969
47.5198,4,3.69252,49.0197,0.000584711
48.5046,4,3.71091,49.999,0.00059854
49.4995,4,3.72943,50.9885,0.000612614
50.5045,4,3.74806,51.9881,0.000628487
51.5196,4,3.7668,52.9978,0.00064358
52.5449,4,3.78566,54.0176,0.000657216
53.5802,4,3.80464,55.0475,0.000671709
54.6256,4,3.82373,56.0876,0.000685996
55.6811,4,3.84293,57.1378,0.000700449
56.7468,4,3.86225,58.1981,0.000714991
57.8225,4,3.88169,59.2685,0.000729703
58.9083,4,3.90124,60.349,0.000744503
60.0042,4,3.9209,61.4397,0.000759798
61.1103,4,3.94068,62.5405,0.000774716
62.2264,4,3.96057,63.6513,0.000789856
63.3526,4,3.98057,64.7724,0.00080512
64.4889,4,4.00069,65.9035,0.000820717
65.6354,4,4.02092,67.0447,0.000836079
66.7919,4,4.04127,68.1961,0.000851615
67.9585,4,4.06173,69.3576,0.000867331
69.1353,4,4.0823,70.5292,0.000883198
70.3221,4,4.10299,71.7109,0.000898973
71.519,4,4.12379,72.9028,0.000914909
72.7261,4,4.14471,74.1048,0.000931011
73.9432,4,4.16573,75.3169,0.000947156
75.1704,4,4.18688,76.5391,0.000963329
76.4078,4,4.20813,77.7714,0.000979662
77.6552,4,4.2295,79.0138,0.000996106
78.9128,4,4.25099,80.2664,0.00101259
80.1804,4,4.27258,81.5291,0.00102917
81.4581,4,4.29429,82.8019,0.00104589
82.746,4,4.31612,84.0848,0.00106268
84.0439,4,4.33806,85.3779,0.00107959
85.352,4,4.36011,86.681,0.00109666
86.6701,4,4.38228,87.9943,0.00111694
87.9983,4,4.40457,89.3177,0.00114241
89.3367,4,4.42696,90.6512,0.00115893
90.6851,4,4.44948,91.9949,0.00117556
92.0437,4,4.47211,93.3486,0.0011923
93.4123,4,4.49485,94.7125,0.00120913
94.7911,4,4.51772,96.0865,0.00122606
96.1799,4,4.5407,97.4706,0.00124309
97.5789,4,4.56379,98.8648,0.00126041
98.9879,4,4.58701,100.269,0.00127821
100.407,4,4.61034,101.684,0.00129547
101.836,4,4.63379,103.108,0.00131301
103.276,4,4.65735,104.543,0.00133092
104.725,4,4.68104,105.988,0.0013484
106.185,4,4.70484,107.443,0.00136616
107.654,4,4.72876,108.908,0.00138414
109.134,4,4.75281,110.383,0.00140184
110.624,4,4.77697,111.868,0.00141979
112.124,4,4.80125,113.363,0.00143784
113.634,4,4.82565,114.869,0.00145574
115.154,4,4.85017,116.384,0.00147384
116.684,4,4.87482,117.91,0.00149197
118.225,4,4.89958,119.446,0.00151007
119.775,4,4.92447,120.992,0.0015283
121.336,4,4.94948,122.548,0.00154655
122.906,4,4.97461,124.114,0.00156482
124.487,4,4.99987,125.69,0.00158318
126.078,4,5.02525,127.277,0.00160157
127.679,4,5.05075,128.873,0.00162002
129.29,4,5.07638,130.48,0.00163854
130.911,4,5.10214,132.096,0.00165711
132.542,4,5.12801,133.723,0.00167576
134.184,4,5.15402,135.36,0.00169448
135.835,4,5.18015,137.007,0.00171329
137.497,4,5.20641,138.664,0.00173219
139.169,4,5.23279,140.332,0.00175121
140.85,4,5.2593,142.009,0.00177034
142.542,4,5.28594,143.696,0.00178961
144.244,4,5.31271,145.394,0.00180904
145.956,4,5.33961,147.102,0.00182865
147.678,4,5.36664,148.819,0.00184848
149.411,4,5.39379,150.547,0.00186855
151.153,4,5.42108,152.285,0.0018889
152.905,4,5.4485,154.033,0.00190959
154.668,4,5.47605,155.791,0.00193067
156.441,4,5.50373,157.56,0.00195219
158.223,4,5.53154,159.338,0.00197426
160.016,4,5.55949,161.126,0.00199695
161.819,4,5.58757,162.925,0.00202039
163.632,4,5.61578,164.734,0.00204471
165.456,4,5.64413,166.552,0.00207009
167.289,4,5.67261,168.381,0.00209674
169.132,4,5.70122,170.22,0.00212494
170.986,4,5.72997,172.069,0.00215505
172.849,4,5.75886,173.929,0.00218752
174.723,4,5.78788,175.798,0.00222296
176.607,4,5.81705,177.677,0.00226223
178.501,4,5.84634,179.567,0.00230651
180.405,4,5.87578,181.466,0.00235746
182.319,4,5.90536,183.376,0.00241749
184.243,4,5.93507,185.296,0.00249018
186.177,4,5.96493,187.225,0.00258081
188.122,4,5.99493,189.165,0.00269744
190.076,4,6.02507,191.115,0.00285224
192.041,4,6.05536,193.075,0.00306433
194.015,4,6.08579,195.046,0.00336334
196,4,6.11637,197.026,0.00379197
197.995,4,6.1471,199.016,0.00442232
200,4,6.17799,201.017,0.0649766
0.001,5,3.50782,4.67886,7.34138e-10
0.00605035,5,3.50794,4.68386,5.44861e-11
0.0212014,5,3.50829,4.69885,6.19292e-11
0.0464532,5,3.50889,4.72384,6.71436e-11
0.0818056,5,3.50972,4.75883,1.54054e-09
0.127259,5,3.51079,4.80381,1.98627e-09
0.182813,5,3.51209,4.85879,2.44421e-09
0.248467,5,3.51363,4.92377,2.86701e-09
0.324223,5,3.5154,4.99875,3.71233e-09
0.410079,5,3.51741,5.08372,4.56416e-09
0.506035,5,3.51965,5.1787,5.14451e-09
0.612093,5,3.52212,5.28368,1.04487e-08
0.728251,5,3.52482,5.39866,1.77736e-08
0.85451,5,3.52776,5.52364,2.24112e-08
0.990869,5,3.53092,5.65863,2.56299e-08
1.13733,5,3.53431,5.80362,3.12066e-08
1.29389,5,3.53793,5.95862,3.95581e-08
1.46055,5,3.54177,6.12363,5.41459e-08
1.63731,5,3.54583,6.29865,5.476e-08
1.82418,5,3.55012,6.48367,6.29637e-08
2.02114,5,3.55463,6.67872,9.57306e-08
2.22821,5,3.55936,6.88377,1.1427e-07
2.44537,5,3.5643,7.09885,1.29105e-07
2.67264,5,3.56946,7.32394,1.75882e-07
2.91,5,3.57483,7.55905,2.09551e-07
3.15747,5,3.58042,7.80418,2.38137e-07
3.41504,5,3.58623,8.05932,2.87444e-07
3.68271,5,3.59223,8.3245,3.20992e-07
3.96048,5,3.59845,8.5997,4.00553e-07
4.24835,5,3.60487,8.88493,4.21013e-07
4.54632,5,3.61149,9.18019,5.432e-07
4.85439,5,3.61832,9.48548,5.97108e-07
5.17256,5,3.62535,9.8008,6.61037e-07
5.50083,5,3.63257,10.1262,7.73088e-07
5.83921,5,3.64,10.4616,9.84253e-07
6.18768,5,3.64762,10.807,1.01615e-06
6.54626,5,3.65543,11.1625,1.17456e-06
6.91493,5,3.66343,11.528,1.3127e-06
7.29371,5,3.67162,11.9035,1.49675e-06
7.68259,5,3.68001,12.2891,1.88623e-06
8.08156,5,3.68858,12.6848,1.96352e-06
8.49064,5,3.69734,13.0905,2.13661e-06
8.90982,5,3.70628,13.5062,2.43561e-06
9.3391,5,3.7154,13.932,2.74869e-06
9.77848,5,3.7247,14.3678,3.12641e-06
10.228,5,3.73419,14.8137,3.33697e-06
10.6875,5,3.74385,15.2697,3.70827e-06
11.1572,5,3.75368,15.7357,4.49949e-06
11.637,5,3.76369,16.2118,4.53592e-06
12.1269,5,3.77387,16.6979,5.04447e-06
12.6269,5,3.78422,17.1941,5.77413e-06
13.137,5,3.79475,17.7004,6.33661e-06
13.6572,5,3.80545,18.2167,6.62579e-06
14.1874,5,3.81631,18.7431,7.30915e-06
14.7278,5,3.82733,19.2795,7.99357e-06
15.2783,5,3.83852,19.8261,9.15301e-06
15.8389,5,3.84988,20.3827,9.63223e-06
16.4096,5,3.8614,20.9493,1.01978e-05
16.9904,5,3.87308,21.5261,1.12232e-05
17.5813,5,3.88492,22.1129,1.23408e-05
18.1823,5,3.89692,22.7098,1.34128e-05
18.7934,5,3.90908,23.3167,1.44075e-05
19.4146,5,3.92139,23.9338,1.53422e-05
20.0458,5,3.93386,24.5609,1.65464e-05
20.6872,5,3.94648,25.1981,1.74778e-05
21.3387,5,3.95926,25.8453,1.87033e-05
22.0003,5,3.97218,26.5027,2.01723e-05
22.672,5,3.98526,27.1701,2.23938e-05
23.3538,5,3.9985,27.8477,2.39147e-05
24.0457,5,4.01188,28.5353,2.4652e-05
24.7477,5,4.02541,29.2329,2.61871e-05
25.4598,5,4.03909,29.9407,2.76291e-05
26.182,5,4.05291,30.6586,2.93926e-05
26.9143,5,4.06688,31.3865,3.17272e-05
27.6567,5,4.08099,32.1246,3.39438e-05
28.4092,5,4.09525,32.8727,3.53088e-05
29.1718,5,4.10965,33.6309,3.72119e-05
29.9445,5,4.1242,34.3992,4.10227e-05
30.7273,5,4.13889,35.1776,4.14536e-05
31.5202,5,4.15372,35.9661,4.42074e-05
32.3233,5,4.16869,36.7647,4.68528e-05
33.1364,5,4.18381,37.5733,4.87793e-05
33.9596,5,4.19906,38.3921,5.19581e-05
34.7929,5,4.21445,39.221,5.4548e-05
35.6363,5,4.22998,40.0599,5.6684e-05
36.4898,5,4.24565,40.909,5.97835e-05
37.3534,5,4.26145,41.7681,6.24012e-05
38.2271,5,4.27739,42.6373,6.56503e-05
39.1109,5,4.29347,43.5167,6.88037e-05
40.0048,5,4.30968,44.4061,7.14324e-05
40.9089,5,4.32603,45.3057,7.81696e-05
41.823,5,4.34252,46.2153,7.82226e-05
42.7472,5,4.35914,47.135,8.18675e-05
43.6815,5,4.37589,48.0648,8.53182e-05
44.6259,5,4.39278,49.0048,8.94247e-05
45.5804,5,4.4098,49.9548,9.44549e-05
46.545,5,4.42695,50.9149,9.62278e-05
47.5198,5,4.44424,51.8852,0.000100189
48.5046,5,4.46165,52.8655,0.000104322
49.4995,5,4.4792,53.8559,0.000109249
50.5045,5,4.49689,54.8565,0.000112943
51.5196,5,4.5147,55.8671,0.000116432
52.5449,5,4.53264,56.8878,0.000120911
53.5802,5,4.55072,57.9187,0.000125906
54.6256,5,4.56892,58.9596,0.000130311
55.6811,5,4.58726,60.0107,0.000134209
56.7468,5,4.60572,61.0718,0.000138833
57.8225,5,4.62432,62.1431,0.000144068
58.9083,5,4.64304,63.2244,0.00014888
60.0042,5,4.6619,64.3159,0.000157456
61.1103,5,4.68088,65.4175,0.000159117
62.2264,5,4.7,66.5291,0.000163946
63.3526,5,4.71924,67.6509,0.000169592
64.4889,5,4.73861,68.7828,0.000177107
65.6354,5,4.75811,69.9248,0.000179854
66.7919,5,4.77774,71.0769,0.000185181
67.9585,5,4.7975,72.2391,0.000191592
69.1353,5,4.81739,73.4114,0.000197867
70.3221,5,4.83741,74.5938,0.000201869
71.519,5,4.85755,75.7863,0.000207874
72.7261,5,4.87783,76.9889,0.000214476
73.9432,5,4.89823,78.2016,0.000220016
75.1704,5,4.91876,79.4244,0.000225238
76.4078,5,4.93942,80.6573,0.000231759
77.6552,5,4.96021,81.9003,0.000238107
78.9128,5,4.98113,83.1535,0.000243685
80.1804,5,5.00218,84.4167,0.000249904
81.4581,5,5.02336,85.6901,0.000256545
82.746,5,5.04466,86.9735,0.000262654
84.0439,5,5.0661,88.267,0.000268883
85.352,5,5.08766,89.5707,0.00027559
86.6701,5,5.10935,90.8845,0.000282225
87.9983,5,5.13117,92.2083,0.000288993
89.3367,5,5.15313,93.5423,0.000295738
90.6851,5,5.17521,94.8864,0.000302562
92.0437,5,5.19742,96.2405,0.000309485
93.4123,5,5.21976,97.6048,0.000316386
94.7911,5,5.24223,98.9792,0.000323345
96.1799,5,5.26483,100.364,0.000330436
97.5789,5,5.28756,101.758,0.000339311
98.9879,5,5.31043,103.163,0.000350109
100.407,5,5.33342,104.578,0.000352204
101.836,5,5.35654,106.003,0.000361238
103.276,5,5.3798,107.438,0.000371126
104.725,5,5.40319,108.883,0.000374495
106.185,5,5.42671,110.338,0.000383671
107.654,5,5.45036,111.803,0.000392564
109.134,5,5.47414,113.279,0.000397339
110.624,5,5.49806,114.764,0.000406412
112.124,5,5.52211,116.26,0.000414467
113.634,5,5.54629,117.765,0.000420534
115.154,5,5.57061,119.281,0.000429365
116.684,5,5.59506,120.807,0.00043701
118.225,5,5.61964,122.343,0.000444094
119.775,5,5.64436,123.889,0.000452555
121.336,5,5.66921,125.445,0.000460126
122.906,5,5.6942,127.012,0.000467815
124.487,5,5.71932,128.588,0.000476014
126.078,5,5.74457,130.175,0.000483777
127.679,5,5.76997,131.771,0.00049178
129.29,5,5.79549,133.378,0.000499948
130.911,5,5.82116,134.995,0.000507881
132.542,5,5.84696,136.622,0.000515969
134.184,5,5.8729,138.259,0.000524116
135.835,5,5.89897,139.906,0.000532244
137.497,5,5.92518,141.563,0.000540467
139.169,5,5.95153,143.23,0.000548737
140.85,5,5.97802,144.907,0.00055696
142.542,5,6.00465,146.595,0.000565248
144.244,5,6.03142,148.292,0.000573594
145.956,5,6.05832,150,0.000581974
147.678,5,6.08537,151.718,0.000590423
149.411,5,6.11255,153.446,0.000598898
151.153,5,6.13988,155.184,0.000607387
152.905,5,6.16735,156.932,0.000615952
154.668,5,6.19495,158.69,0.000624579
156.441,5,6.2227,160.458,0.000633284
158.223,5,6.2506,162.236,0.000642059
160.016,5,6.27863,164.025,0.000650886
161.819,5,6.30681,165.823,0.000659808
163.632,5,6.33514,167.632,0.000668844
165.456,5,6.3636,169.45,0.000678011
167.289,5,6.39222,171.279,0.000687321
169.132,5,6.42097,173.118,0.000696776
170.986,5,6.44988,174.967,0.000706423
172.849,5,6.47893,176.826,0.000716313
174.723,5,6.50813,178.695,0.000726497
176.607,5,6.53748,180.574,0.000737035
178.501,5,6.56697,182.463,0.00074807
180.405,5,6.59662,184.363,0.000759667
182.319,5,6.62642,186.272,0.000771812
184.243,5,6.65636,188.191,0.000785094
186.177,5,6.68647,190.121,0.000799527
188.122,5,6.71672,192.061,0.000815937
190.076,5,6.74713,194.01,0.000834731
192.041,5,6.77769,195.97,0.000859028
194.015,5,6.80841,197.94,0.000892855
196,5,6.83928,199.92,0.000923272
197.995,5,6.87032,201.91,0.000976481
200,5,6.90151,203.91,0.0482172
0.001,6,4.66157,10.0064,2.99124e-12
0.00605035,6,4.66167,10.0114,2.22233e-13
0.0212014,6,4.66196,10.0265,2.52504e-13
0.0464532,6,4.66246,10.0516,2.73773e-13
0.0818056,6,4.66315,10.0867,7.78552e-12
0.127259,6,4.66404,10.1318,1.00562e-11
0.182813,6,4.66513,10.187,1.23884e-11
0.248467,6,4.66641,10.2523,1.45415e-11
0.324223,6,4.66789,10.3275,1.88503e-11
0.410079,6,4.66956,10.4128,2.31928e-11
0.506035,6,4.67144,10.5082,2.61507e-11
0.612093,6,4.67351,10.6136,6.12951e-11
0.728251,6,4.67577,10.729,1.10263e-10
0.85451,6,4.67823,10.8544,1.41084e-10
0.990869,6,4.68088,10.9899,1.62444e-10
1.13733,6,4.68373,11.1355,2.0005e-10
1.29389,6,4.68678,11.2911,2.56726e-10
1.46055,6,4.69001,11.4567,3.55905e-10
1.63731,6,4.69344,11.6323,3.57255e-10
1.82418,6,4.69706,11.818,4.19988e-10
2.02114,6,4.70088,12.0137,6.92087e-10
2.22821,6,4.70489,12.2195,8.51029e-10
2.44537,6,4.70908,12.4353,9.9395e-10
2.67264,6,4.71347,12.6612,1.41842e-09
2.91,6,4.71805,12.8971,1.74158e-09
3.15747,6,4.72282,13.1431,1.99468e-09
3.41504,6,4.72777,13.3991,2.46539e-09
3.68271,6,4.73291,13.6651,2.74516e-09
3.96048,6,4.73824,13.9412,3.52174e-09
4.24835,6,4.74376,14.2273,3.68771e-09
4.54632,6,4.74945,14.5235,4.90704e-09
4.85439,6,4.75534,14.8297,5.50233e-09
5.17256,6,4.7614,15.146,6.22136e-09
5.50083,6,4.76765,15.4724,7.59713e-09
5.83921,6,4.77409,15.8087,9.92001e-09
6.18768,6,4.7807,16.1552,1.04644e-08
6.54626,6,4.7875,16.5117,1.2336e-08
6.91493,6,4.79448,16.8782,1.42905e-08
7.29371,6,4.80164,17.2548,1.68981e-08
7.68259,6,4.80897,17.6414,2.12454e-08
8.08156,6,4.81649,18.0381,2.32142e-08
8.49064,6,4.82418,18.4449,2.52712e-08
8.90982,6,4.83205,18.8617,2.9954e-08
9.3391,6,4.84009,19.2886,3.34308e-08
9.77848,6,4.84831,19.7255,3.96057e-08
10.228,6,4.8567,20.1725,4.27934e-08
10.6875,6,4.86527,20.6296,4.80474e-08
11.1572,6,4.874,21.0967,6.05228e-08
11.637,6,4.88291,21.5739,6.1114e-08
12.1269,6,4.89199,22.0611,7.02822e-08
12.6269,6,4.90124,22.5584,8.28368e-08
13.137,6,4.91067,23.0657,9.2597e-08
13.6572,6,4.92026,23.5832,9.83673e-08
14.1874,6,4.93002,24.1107,1.10799e-07
14.7278,6,4.93994,24.6482,1.23296e-07
15.2783,6,4.95003,25.1959,1.4655e-07
15.8389,6,4.96029,25.7535,1.584e-07
16.4096,6,4.97071,26.3213,1.68279e-07
16.9904,6,4.9813,26.8991,1.89567e-07
17.5813,6,4.99205,27.487,2.16139e-07
18.1823,6,5.00296,28.085,2.38099e-07
18.7934,6,5.01404,28.693,2.63536e-07
19.4146,6,5.02528,29.3112,2.83731e-07
20.0458,6,5.03668,29.9393,3.13056e-07
20.6872,6,5.04824,30.5776,3.42624e-07
21.3387,6,5.05996,31.2259,3.66487e-07
22.0003,6,5.07184,31.8843,4.12838e-07
22.672,6,5.08388,32.5528,4.67087e-07
23.3538,6,5.09608,33.2314,4.98869e-07
24.0457,6,5.10843,33.92,5.37856e-07
24.7477,6,5.12094,34.6187,5.82699e-07
25.4598,6,5.13361,35.3275,6.22212e-07
26.182,6,5.14643,36.0463,6.7043e-07
26.9143,6,5.15941,36.7753,7.69147e-07
27.6567,6,5.17254,37.5143,8.1223e-07
28.4092,6,5.18583,38.2634,8.63854e-07
29.1718,6,5.19927,39.0226,9.26497e-07
29.9445,6,5.21286,39.7918,1.08371e-06
30.7273,6,5.22661,40.5712,1.07533e-06
31.5202,6,5.24051,41.3606,1.16498e-06
32.3233,6,5.25457,42.1601,1.27057e-06
33.1364,6,5.26877,42.9696,1.37347e-06
33.9596,6,5.28313,43.7893,1.51476e-06
34.7929,6,5.29763,44.6191,1.56089e-06
35.6363,6,5.31228,45.4589,1.64707e-06
36.4898,6,5.32709,46.3088,1.78897e-06
37.3534,6,5.34204,47.1688,1.90789e-06
38.2271,6,5.35714,48.0389,2.10512e-06
39.1109,6,5.3724,48.919,2.21464e-06
40.0048,6,5.3878,49.8093,2.35126e-06
40.9089,6,5.40335,50.7096,2.515e-06
41.823,6,5.41904,51.62,2.61693e-06
42.7472,6,5.43489,52.5405,2.79821e-06
43.6815,6,5.45088,53.4711,3.01386e-06
44.6259,6,5.46701,54.4118,3.3149e-06
45.5804,6,5.48329,55.3626,3.36194e-06
46.545,6,5.49972,56.3234,3.5361e-06
47.5198,6,5.5163,57.2944,3.76918e-06
48.5046,6,5.53302,58.2754,4.01169e-06
49.4995,6,5.54989,59.2665,4.23676e-06
50.5045,6,5.5669,60.2677,4.46724e-06
51.5196,6,5.58405,61.279,4.66396e-06
52.5449,6,5.60136,62.3004,5.17332e-06
53.5802,6,5.6188,63.3319,5.28194e-06
54.6256,6,5.63639,64.3734,5.61105e-06
55.6811,6,5.65413,65.4251,5.77352e-06
56.7468,6,5.672,66.4868,6.06497e-06
57.8225,6,5.69003,67.5587,6.40914e-06
58.9083,6,5.70819,68.6406,6.73834e-06
60.0042,6,5.7265,69.7326,7.13912e-06
61.1103,6,5.74495,70.8347,7.3748e-06
62.2264,6,5.76355,71.9469,8.00866e-06
63.3526,6,5.78229,73.0691,8.52355e-06
64.4889,6,5.80117,74.2015,8.67471e-06
65.6354,6,5.8202,75.344,8.9142e-06
66.7919,6,5.83937,76.4965,9.32374e-06
67.9585,6,5.85868,77.6592,9.78676e-06
69.1353,6,5.87813,78.8319,1.02677e-05
70.3221,6,5.89773,80.0147,1.06592e-05
71.519,6,5.91747,81.2076,1.12336e-05
72.7261,6,5.93735,82.4106,1.19197e-05
73.9432,6,5.95738,83.6237,1.2284e-05
75.1704,6,5.97755,84.8469,1.25948e-05
76.4078,6,5.99786,86.0802,1.3093e-05
77.6552,6,6.01831,87.3235,1.42489e-05
78.9128,6,6.03891,88.577,1.43133e-05
80.1804,6,6.05965,89.8405,1.48198e-05
81.4581,6,6.08053,91.1142,1.55375e-05
82.746,6,6.10156,92.3979,1.62366e-05
84.0439,6,6.12272,93.6917,1.66904e-05
85.352,6,6.14403,94.9956,1.71925e-05
86.6701,6,6.16549,96.3096,1.80981e-05
87.9983,6,6.18708,97.6337,1.8811e-05
89.3367,6,6.20882,98.9679,1.92391e-05
90.6851,6,6.23071,100.312,1.99877e-05
92.0437,6,6.25273,101.666,2.08054e-05
93.4123,6,6.2749,103.031,2.14423e-05
94.7911,6,6.29722,104.405,2.20477e-05
96.1799,6,6.31967,105.79,2.29894e-05
97.5789,6,6.34227,107.185,2.41161e-05
98.9879,6,6.36502,108.59,2.52164e-05
100.407,6,6.38791,110.005,2.53302e-05
101.836,6,6.41094,111.43,2.62641e-05
103.276,6,6.43412,112.865,2.70591e-05
104.725,6,6.45744,114.31,2.77762e-05
106.185,6,6.4809,115.765,2.89092e-05
107.654,6,6.50451,117.23,3.01534e-05
109.134,6,6.52827,118.706,3.09327e-05
110.624,6,6.55217,120.191,3.15418e-05
112.124,6,6.57622,121.687,3.25245e-05
113.634,6,6.60041,123.193,3.33557e-05
115.154,6,6.62474,124.708,3.44261e-05
116.684,6,6.64923,126.234,3.57146e-05
118.225,6,6.67386,127.77,3.67504e-05
119.775,6,6.69863,129.316,3.7539e-05
121.336,6,6.72355,130.872,3.85119e-05
122.906,6,6.74862,132.439,3.94788e-05
124.487,6,6.77384,134.015,4.06016e-05
126.078,6,6.7992,135.601,4.19354e-05
127.679,6,6.82471,137.198,4.30967e-05
129.29,6,6.85037,138.804,4.48298e-05
130.911,6,6.87617,140.421,4.56683e-05
132.542,6,6.90213,142.048,4.62091e-05
134.184,6,6.92823,143.684,4.74468e-05
135.835,6,6.95448,145.331,4.88299e-05
137.497,6,6.98088,146.988,5.01872e-05
139.169,6,7.00743,148.655,5.17754e-05
140.85,6,7.03413,150.333,5.2637e-05
142.542,6,7.06098,152.02,5.34963e-05
144.244,6,7.08798,153.717,5.4861e-05
145.956,6,7.11513,155.425,5.6307e-05
147.678,6,7.14243,157.142,5.78269e-05
149.411,6,7.16989,158.87,5.91731e-05
151.153,6,7.19749,160.607,6.01329e-05
152.905,6,7.22525,162.355,6.13335e-05
154.668,6,7.25316,164.113,6.28116e-05
156.441,6,7.28122,165.881,6.43652e-05
158.223,6,7.30943,167.659,6.58506e-05
160.016,6,7.3378,169.447,6.70409e-05
161.819,6,7.36633,171.245,6.82479e-05
163.632,6,7.395,173.053,6.97134e-05
165.456,6,7.42383,174.871,7.13116e-05
167.289,6,7.45282,176.7,7.28829e-05
169.132,6,7.48196,178.538,7.4223e-05
170.986,6,7.51126,180.387,7.55179e-05
172.849,6,7.54071,182.245,7.70226e-05
174.723,6,7.57032,184.114,7.86781e-05
176.607,6,7.60008,185.993,8.0332e-05
178.501,6,7.63001,187.881,8.24224e-05
180.405,6,7.66009,189.78,8.45537e-05
182.319,6,7.69033,191.689,8.4884e-05
184.243,6,7.72072,193.608,8.66528e-05
186.177,6,7.75128,195.538,8.84835e-05
188.122,6,7.78199,197.477,9.07088e-05
190.076,6,7.81286,199.426,9.2715e-05
192.041,6,7.84389,201.385,9.36789e-05
194.015,6,7.87508,203.355,9.58947e-05
196,6,7.90643,205.334,9.81262e-05
197.995,6,7.93794,207.324,0.000100966
200,6,7.96961,209.323,0.0116784
