m_idx,a_idx,z_idx,m_val,a_val,z_val,c,m_prime,a_prime,adjust_flag
10,38,0,-1.55801,94.9375,0.8,0.914637,-1.68822,99.6844,0
11,38,0,-1.41171,94.9375,0.8,0.936662,-1.56249,99.6844,0
12,38,0,-1.23624,94.9375,0.8,0.959557,-1.40816,99.6844,0
13,38,0,-1.02894,94.9375,0.8,0.983216,-1.22245,99.6844,0
14,38,0,-0.787172,94.9375,0.8,1.00764,-1.00269,99.6844,0
15,38,0,-0.508275,94.9375,0.8,1.03285,-0.746208,99.6844,0
16,38,0,-0.189598,94.9375,0.8,1.05885,-0.450341,99.6844,0
17,38,0,0.17151,94.9375,0.8,1.08565,-0.112425,99.6844,0
18,38,0,0.577701,94.9375,0.8,1.11328,0.270201,99.6844,0
19,38,0,1.03163,94.9375,0.8,1.14174,0.700204,99.6844,0
20,38,0,1.53594,94.9375,0.8,1.17106,1.18024,99.6844,0
21,38,0,2.09329,94.9375,0.8,1.20127,1.71295,99.6844,0
22,38,0,2.70634,94.9375,0.8,1.23242,2.30098,99.6844,0
23,38,0,3.37773,94.9375,0.8,1.26453,2.94697,99.6844,0
24,38,0,4.11011,94.9375,0.8,1.29766,3.65355,99.6844,0
25,38,0,4.90614,94.9375,0.8,1.33184,4.42336,99.6844,0
26,38,0,5.76846,94.9375,0.8,1.36712,5.25903,99.6844,0
27,38,0,6.69974,94.9375,0.8,1.40354,6.1632,99.6844,0
28,38,0,7.70262,94.9375,0.8,1.44116,7.13849,99.6844,0
29,38,0,8.77976,94.9375,0.8,1.48002,8.18754,99.6844,0
30,38,0,9.9338,94.9375,0.8,1.52017,9.31297,99.6844,0
31,38,0,11.1674,94.9375,0.8,1.56165,10.5174,99.6844,0
32,38,0,12.4832,94.9375,0.8,1.60452,11.8035,99.6844,0
33,38,0,13.8839,94.9375,0.8,1.64883,13.1739,99.6844,0
34,38,0,15.3721,94.9375,0.8,1.69462,14.6312,99.6844,0
35,38,0,16.9504,94.9375,0.8,1.74195,16.178,99.6844,0
36,38,0,18.6216,94.9375,0.8,1.79087,17.817,99.6844,0
37,38,0,20.3883,94.9375,0.8,1.84143,19.5507,99.6844,0
38,38,0,22.253,94.9375,0.8,1.89369,21.3819,99.6844,0
39,38,0,24.2186,94.9375,0.8,1.94768,23.3131,99.6844,0
40,38,0,26.2875,94.9375,0.8,2.00348,25.3469,99.6844,0
41,38,0,28.4626,94.9375,0.8,2.06112,27.4861,99.6844,0
42,38,0,30.7464,94.9375,0.8,2.12067,29.7331,99.6844,0
43,38,0,33.1415,94.9375,0.8,2.18218,32.0907,99.6844,0
44,38,0,35.6507,94.9375,0.8,2.2457,34.5615,99.6844,0
45,38,0,38.2766,94.9375,0.8,2.31129,37.1481,99.6844,0
46,38,0,41.0218,94.9375,0.8,2.379,39.853,99.6844,0
47,38,0,43.889,94.9375,0.8,2.44889,42.679,99.6844,0
48,38,0,46.8809,94.9375,0.8,2.52102,45.6287,99.6844,0
49,38,0,50,94.9375,0.8,2.59543,48.7046,99.6844,0
0,39,0,-2,100,0.8,0.78,-2,105,0
1,39,0,-1.99956,100,0.8,0.780446,-2,105,0
2,39,0,-1.99646,100,0.8,0.783571,-2,105,0
3,39,0,-1.98807,100,0.8,0.792053,-2,105,0
4,39,0,-1.97171,100,0.8,0.807127,-1.99856,105,0
5,39,0,-1.94475,100,0.8,0.820497,-1.9847,105,0
6,39,0,-1.90453,100,0.8,0.837369,-1.96094,105,0
7,39,0,-1.8484,100,0.8,0.854706,-1.92159,105,0
8,39,0,-1.7737,100,0.8,0.87362,-1.86506,105,0
9,39,0,-1.67779,100,0.8,0.893592,-1.78816,105,0
10,39,0,-1.55801,100,0.8,0.914637,-1.68822,105,0
11,39,0,-1.41171,100,0.8,0.936662,-1.56249,105,0
12,39,0,-1.23624,100,0.8,0.959557,-1.40816,105,0
13,39,0,-1.02894,100,0.8,0.983216,-1.22245,105,0
14,39,0,-0.787172,100,0.8,1.00764,-1.00269,105,0
15,39,0,-0.508275,100,0.8,1.03285,-0.746208,105,0
16,39,0,-0.189598,100,0.8,1.05885,-0.450341,105,0
17,39,0,0.17151,100,0.8,1.08565,-0.112425,105,0
18,39,0,0.577701,100,0.8,1.11328,0.270201,105,0
19,39,0,1.03163,100,0.8,1.14174,0.700204,105,0
20,39,0,1.53594,100,0.8,1.17106,1.18024,105,0
21,39,0,2.09329,100,0.8,1.20127,1.71295,105,0
22,39,0,2.70634,100,0.8,1.23242,2.30098,105,0
23,39,0,3.37773,100,0.8,1.26453,2.94697,105,0
24,39,0,4.11011,100,0.8,1.29766,3.65355,105,0
25,39,0,4.90614,100,0.8,1.33184,4.42336,105,0
26,39,0,5.76846,100,0.8,1.36712,5.25903,105,0
27,39,0,6.69974,100,0.8,1.40354,6.1632,105,0
28,39,0,7.70262,100,0.8,1.44116,7.13849,105,0
29,39,0,8.77976,100,0.8,1.48002,8.18754,105,0
30,39,0,9.9338,100,0.8,1.52017,9.31297,105,0
31,39,0,11.1674,100,0.8,1.56165,10.5174,105,0
32,39,0,12.4832,100,0.8,1.60452,11.8035,105,0
33,39,0,13.8839,100,0.8,1.64883,13.1739,105,0
34,39,0,15.3721,100,0.8,1.69462,14.6312,105,0
35,39,0,16.9504,100,0.8,1.74195,16.178,105,0
36,39,0,18.6216,100,0.8,1.79087,17.817,105,0
37,39,0,20.3883,100,0.8,1.84143,19.5507,105,0
38,39,0,22.253,100,0.8,1.89369,21.3819,105,0
39,39,0,24.2186,100,0.8,1.94768,23.3131,105,0
40,39,0,26.2875,100,0.8,2.00348,25.3469,105,0
41,39,0,28.4626,100,0.8,2.06112,27.4861,105,0
42,39,0,30.7464,100,0.8,2.12067,29.7331,105,0
43,39,0,33.1415,100,0.8,2.18218,32.0907,105,0
44,39,0,35.6507,100,0.8,2.2457,34.5615,105,0
45,39,0,38.2766,100,0.8,2.31129,37.1481,105,0
46,39,0,41.0218,100,0.8,2.379,39.853,105,0
47,39,0,43.889,100,0.8,2.44889,42.679,105,0
48,39,0,46.8809,100,0.8,2.52102,45.6287,105,0
49,39,0,50,100,0.8,2.59543,48.7046,105,0
0,0,1,-2,0,1.2,1.03616,-1.85616,0,0
1,0,1,-1.99956,0,1.2,1.03622,-1.85577,0,0
2,0,1,-1.99646,0,1.2,1.03661,-1.85304,0,0
3,0,1,-1.98807,0,1.2,1.03763,-1.84557,0,0
4,0,1,-1.97171,0,1.2,1.03949,-1.83092,0,0
5,0,1,-1.94475,0,1.2,1.04257,-1.80677,0,0
6,0,1,-1.90453,0,1.2,1.04713,-1.77071,0,0
7,0,1,-1.8484,0,1.2,1.05292,-1.7198,0,0
8,0,1,-1.7737,0,1.2,1.06035,-1.65178,0,0
9,0,1,-1.67779,0,1.2,1.06929,-1.56385,0,0
10,0,1,-1.55801,0,1.2,1.0796,-1.45319,0,0
11,0,1,-1.41171,0,1.2,1.09142,-1.31724,0,0
12,0,1,-1.23624,0,1.2,1.1046,-1.1532,0,0
13,0,1,-1.02894,0,1.2,1.11892,-0.958148,0,0
14,0,1,-0.787172,0,1.2,1.13386,-0.728901,0,0
15,0,1,-0.508275,0,1.2,1.14807,-0.613622,0.0657462,1
16,0,1,-0.189598,0,1.2,1.168,-0.311694,0.0657462,1
17,0,1,0.17151,0,1.2,1.18925,0.0317805,0.0657462,1
18,0,1,0.577701,0,1.2,1.21168,0.4196,0.0657462,1
19,0,1,1.03163,0,1.2,1.23531,0.854433,0.0657462,1
20,0,1,1.53594,0,1.2,1.26022,1.33889,0.0657462,1
21,0,1,2.09329,0,1.2,1.28641,1.87562,0.0657462,1
22,0,1,2.70634,0,1.2,1.31389,2.46731,0.0657462,1
23,0,1,3.37773,0,1.2,1.34268,3.11663,0.0657462,1
24,0,1,4.11011,0,1.2,1.37278,3.82623,0.0657462,1
25,0,1,4.90614,0,1.2,1.40422,4.59878,0.0657462,1
26,0,1,5.76846,0,1.2,1.437,5.43695,0.0657462,1
27,0,1,6.69974,0,1.2,1.47117,6.34338,0.0657462,1
28,0,1,7.70262,0,1.2,1.50673,7.32072,0.0657462,1
29,0,1,8.77976,0,1.2,1.54372,8.37164,0.0657462,1
30,0,1,9.9338,0,1.2,1.58217,9.49877,0.0657462,1
31,0,1,11.1674,0,1.2,1.62211,10.7048,0.0657462,1
32,0,1,12.4832,0,1.2,1.66358,11.9923,0.0657462,1
33,0,1,13.8839,0,1.2,1.70661,13.3639,0.0657462,1
34,0,1,15.3721,0,1.2,1.75125,14.8224,0.0657462,1
35,0,1,16.9504,0,1.2,1.79752,16.3702,0.0657462,1
36,0,1,18.6216,0,1.2,1.84548,18.0101,0.0657462,1
37,0,1,20.3883,0,1.2,1.89517,19.7448,0.0657462,1
38,0,1,22.253,0,1.2,1.94662,21.5767,0.0657462,1
39,0,1,24.2186,0,1.2,1.99989,23.5087,0.0657462,1
40,0,1,26.2875,0,1.2,2.05503,25.5432,0.0657462,1
41,0,1,28.4626,0,1.2,2.11207,27.6829,0.0657462,1
42,0,1,30.7464,0,1.2,2.17107,29.9306,0.0657462,1
43,0,1,33.1415,0,1.2,2.23208,32.2887,0.0657462,1
44,0,1,35.6507,0,1.2,2.29515,34.7599,0.0657462,1
45,0,1,38.2766,0,1.2,2.36032,37.3468,0.0657462,1
46,0,1,41.0218,0,1.2,2.42766,40.0522,0.0657462,1
47,0,1,43.889,0,1.2,2.4972,42.8785,0.0657462,1
48,0,1,46.8809,0,1.2,2.56902,45.8285,0.0657462,1
49,0,1,50,0,1.2,2.64315,48.9047,0.0657462,1
0,1,1,-2,0.0657462,1.2,1.03863,-1.85863,0.0690335,0
1,1,1,-1.99956,0.0657462,1.2,1.03869,-1.85824,0.0690335,0
2,1,1,-1.99646,0.0657462,1.2,1.03907,-1.8555,0.0690335,0
3,1,1,-1.98807,0.0657462,1.2,1.04012,-1.84807,0.0690335,0
4,1,1,-1.97171,0.0657462,1.2,1.04199,-1.83342,0.0690335,0
5,1,1,-1.94475,0.0657462,1.2,1.04508,-1.80928,0.0690335,0
6,1,1,-1.90453,0.0657462,1.2,1.04968,-1.77325,0.0690335,0
7,1,1,-1.8484,0.0657462,1.2,1.05545,-1.72233,0.0690335,0
8,1,1,-1.7737,0.0657462,1.2,1.06291,-1.65435,0.0690335,0
9,1,1,-1.67779,0.0657462,1.2,1.07192,-1.56648,0.0690335,0
10,1,1,-1.55801,0.0657462,1.2,1.08238,-1.45597,0.0690335,0
11,1,1,-1.41171,0.0657462,1.2,1.09447,-1.32029,0.0690335,0
12,1,1,-1.23624,0.0657462,1.2,1.10811,-1.15671,0.0690335,0
13,1,1,-1.02894,0.0657462,1.2,1.12325,-0.962481,0.0690335,0
14,1,1,-0.787172,0.0657462,1.2,1.13985,-0.734892,0.0690335,0
15,1,1,-0.508275,0.0657462,1.2,1.15787,-0.471225,0.0690335,0
16,1,1,-0.189598,0.0657462,1.2,1.17728,-0.168771,0.0690335,0
17,1,1,0.17151,0.0657462,1.2,1.19804,0.175182,0.0690335,0
18,1,1,0.577701,0.0657462,1.2,1.21995,0.563533,0.0690335,0
19,1,1,1.03163,0.0657462,1.2,1.24314,0.998807,0.0690335,0
20,1,1,1.53594,0.0657462,1.2,1.26766,1.48365,0.0690335,0
21,1,1,2.09329,0.0657462,1.2,1.2935,2.02073,0.0690335,0
22,1,1,2.70634,0.0657462,1.2,1.32067,2.61273,0.0690335,0
23,1,1,3.37773,0.0657462,1.2,1.34917,3.26233,0.0690335,0
24,1,1,4.11011,0.0657462,1.2,1.37902,3.97219,0.0690335,0
25,1,1,4.90614,0.0657462,1.2,1.41022,4.74498,0.0690335,0
26,1,1,5.76846,0.0657462,1.2,1.44279,5.58335,0.0690335,0
27,1,1,6.69974,0.0657462,1.2,1.47676,6.48998,0.0690335,0
28,1,1,7.70262,0.0657462,1.2,1.51215,7.4675,0.0690335,0
29,1,1,8.77976,0.0657462,1.2,1.54898,8.51858,0.0690335,0
30,1,1,9.9338,0.0657462,1.2,1.58728,9.64586,0.0690335,0
31,1,1,11.1674,0.0657462,1.2,1.62708,10.852,0.0690335,0
32,1,1,12.4832,0.0657462,1.2,1.66842,12.1396,0.0690335,0
33,1,1,13.8839,0.0657462,1.2,1.71134,13.5114,0.0690335,0
34,1,1,15.3721,0.0657462,1.2,1.75587,14.9699,0.0690335,0
35,1,1,16.9504,0.0657462,1.2,1.80204,16.5179,0.0690335,0
36,1,1,18.6216,0.0657462,1.2,1.84991,18.1579,0.0690335,0
37,1,1,20.3883,0.0657462,1.2,1.89951,19.8926,0.0690335,0
38,1,1,22.253,0.0657462,1.2,1.95089,21.7247,0.0690335,0
39,1,1,24.2186,0.0657462,1.2,2.00409,23.6567,0.0690335,0
40,1,1,26.2875,0.0657462,1.2,2.05915,25.6913,0.0690335,0
41,1,1,28.4626,0.0657462,1.2,2.11613,27.8311,0.0690335,0
42,1,1,30.7464,0.0657462,1.2,2.17508,30.0787,0.0690335,0
43,1,1,33.1415,0.0657462,1.2,2.23603,32.4369,0.0690335,0
44,1,1,35.6507,0.0657462,1.2,2.29905,34.9082,0.0690335,0
45,1,1,38.2766,0.0657462,1.2,2.36418,37.4952,0.0690335,0
46,1,1,41.0218,0.0657462,1.2,2.43147,40.2006,0.0690335,0
47,1,1,43.889,0.0657462,1.2,2.50098,43.0269,0.0690335,0
48,1,1,46.8809,0.0657462,1.2,2.57275,45.9769,0.0690335,0
49,1,1,50,0.0657462,1.2,2.64685,49.0532,0.0690335,0
0,2,1,-2,0.262985,1.2,1.04707,-1.85737,0.262985,1
1,2,1,-1.99956,0.262985,1.2,1.04712,-1.85698,0.262985,1
2,2,1,-1.99646,0.262985,1.2,1.04751,-1.85425,0.262985,1
3,2,1,-1.98807,0.262985,1.2,1.04855,-1.84681,0.262985,1
4,2,1,-1.97171,0.262985,1.2,1.05043,-1.83217,0.262985,1
5,2,1,-1.94475,0.262985,1.2,1.05354,-1.80805,0.262985,1
6,2,1,-1.90453,0.262985,1.2,1.05815,-1.77204,0.262985,1
7,2,1,-1.8484,0.262985,1.2,1.064,-1.72119,0.262985,1
8,2,1,-1.7737,0.262985,1.2,1.07151,-1.65326,0.262985,1
9,2,1,-1.67779,0.262985,1.2,1.08058,-1.56545,0.262985,1
10,2,1,-1.55801,0.262985,1.2,1.09109,-1.45498,0.262985,1
11,2,1,-1.41171,0.262985,1.2,1.1032,-1.31934,0.262985,1
12,2,1,-1.23624,0.262985,1.2,1.11687,-1.15578,0.262985,1
13,2,1,-1.02894,0.262985,1.2,1.13203,-0.961573,0.262985,1
14,2,1,-0.787172,0.262985,1.2,1.14865,-0.733999,0.262985,1
15,2,1,-0.508275,0.262985,1.2,1.16668,-0.470342,0.262985,1
16,2,1,-0.189598,0.262985,1.2,1.18609,-0.16789,0.262985,1
17,2,1,0.17151,0.262985,1.2,1.20685,0.176065,0.262985,1
18,2,1,0.577701,0.262985,1.2,1.22876,0.56441,0.262985,1
19,2,1,1.03163,0.262985,1.2,1.25194,0.999694,0.262985,1
20,2,1,1.53594,0.262985,1.2,1.27645,1.48455,0.262985,1
21,2,1,2.09329,0.262985,1.2,1.30227,2.02165,0.262985,1
22,2,1,2.70634,0.262985,1.2,1.32942,2.61367,0.262985,1
23,2,1,3.37773,0.262985,1.2,1.3579,3.26329,0.262985,1
24,2,1,4.11011,0.262985,1.2,1.38772,3.97318,0.262985,1
25,2,1,4.90614,0.262985,1.2,1.4189,4.74599,0.262985,1
26,2,1,5.76846,0.262985,1.2,1.45145,5.58439,0.262985,1
27,2,1,6.69974,0.262985,1.2,1.48538,6.49105,0.262985,1
28,2,1,7.70262,0.262985,1.2,1.52074,7.4686,0.262985,1
29,2,1,8.77976,0.262985,1.2,1.55754,8.51971,0.262985,1
30,2,1,9.9338,0.262985,1.2,1.5958,9.64703,0.262985,1
31,2,1,11.1674,0.262985,1.2,1.63558,10.8532,0.262985,1
32,2,1,12.4832,0.262985,1.2,1.67689,12.1409,0.262985,1
33,2,1,13.8839,0.262985,1.2,1.71977,13.5127,0.262985,1
34,2,1,15.3721,0.262985,1.2,1.76426,14.9712,0.262985,1
35,2,1,16.9504,0.262985,1.2,1.81041,16.5192,0.262985,1
36,2,1,18.6216,0.262985,1.2,1.85824,18.1593,0.262985,1
37,2,1,20.3883,0.262985,1.2,1.90781,19.894,0.262985,1
38,2,1,22.253,0.262985,1.2,1.95915,21.7261,0.262985,1
39,2,1,24.2186,0.262985,1.2,2.01232,23.6581,0.262985,1
40,2,1,26.2875,0.262985,1.2,2.06736,25.6927,0.262985,1
41,2,1,28.4626,0.262985,1.2,2.12431,27.8326,0.262985,1
42,2,1,30.7464,0.262985,1.2,2.18322,30.0803,0.262985,1
43,2,1,33.1415,0.262985,1.2,2.24414,32.4385,0.262985,1
44,2,1,35.6507,0.262985,1.2,2.30713,34.9098,0.262985,1
45,2,1,38.2766,0.262985,1.2,2.37223,37.4968,0.262985,1
46,2,1,41.0218,0.262985,1.2,2.4395,40.2022,0.262985,1
47,2,1,43.889,0.262985,1.2,2.50898,43.0286,0.262985,1
48,2,1,46.8809,0.262985,1.2,2.58073,45.9786,0.262985,1
49,2,1,50,0.262985,1.2,2.6548,49.0549,0.262985,1
0,3,1,-2,0.591716,1.2,1.04968,-1.8576,0.591716,1
1,3,1,-1.99956,0.591716,1.2,1.04973,-1.85721,0.591716,1
2,3,1,-1.99646,0.591716,1.2,1.05012,-1.85447,0.591716,1
3,3,1,-1.98807,0.591716,1.2,1.05117,-1.84703,0.591716,1
4,3,1,-1.97171,0.591716,1.2,1.05305,-1.8324,0.591716,1
5,3,1,-1.94475,0.591716,1.2,1.05616,-1.80828,0.591716,1
6,3,1,-1.90453,0.591716,1.2,1.06078,-1.77227,0.591716,1
7,3,1,-1.8484,0.591716,1.2,1.06662,-1.72142,0.591716,1
8,3,1,-1.7737,0.591716,1.2,1.07415,-1.65351,0.591716,1
9,3,1,-1.67779,0.591716,1.2,1.08322,-1.5657,0.591716,1
10,3,1,-1.55801,0.591716,1.2,1.09374,-1.45524,0.591716,1
11,3,1,-1.41171,0.591716,1.2,1.10586,-1.31961,0.591716,1
12,3,1,-1.23624,0.591716,1.2,1.11954,-1.15606,0.591716,1
13,3,1,-1.02894,0.591716,1.2,1.13472,-0.961871,0.591716,1
14,3,1,-0.787172,0.591716,1.2,1.15135,-0.734311,0.591716,1
15,3,1,-0.508275,0.591716,1.2,1.16939,-0.470669,0.591716,1
16,3,1,-0.189598,0.591716,1.2,1.18882,-0.168233,0.591716,1
17,3,1,0.17151,0.591716,1.2,1.2096,0.175704,0.591716,1
18,3,1,0.577701,0.591716,1.2,1.23152,0.564038,0.591716,1
19,3,1,1.03163,0.591716,1.2,1.25472,0.999304,0.591716,1
20,3,1,1.53594,0.591716,1.2,1.27924,1.48414,0.591716,1
21,3,1,2.09329,0.591716,1.2,1.30509,2.02122,0.591716,1
22,3,1,2.70634,0.591716,1.2,1.33226,2.61322,0.591716,1
23,3,1,3.37773,0.591716,1.2,1.36076,3.26282,0.591716,1
24,3,1,4.11011,0.591716,1.2,1.3906,3.97269,0.591716,1
25,3,1,4.90614,0.591716,1.2,1.4218,4.74548,0.591716,1
26,3,1,5.76846,0.591716,1.2,1.45437,5.58386,0.591716,1
27,3,1,6.69974,0.591716,1.2,1.48833,6.49049,0.591716,1
28,3,1,7.70262,0.591716,1.2,1.52371,7.46802,0.591716,1
29,3,1,8.77976,0.591716,1.2,1.56053,8.51911,0.591716,1
30,3,1,9.9338,0.591716,1.2,1.59882,9.6464,0.591716,1
31,3,1,11.1674,0.591716,1.2,1.63862,10.8525,0.591716,1
32,3,1,12.4832,0.591716,1.2,1.67995,12.1402,0.591716,1
33,3,1,13.8839,0.591716,1.2,1.72286,13.512,0.591716,1
34,3,1,15.3721,0.591716,1.2,1.76738,14.9705,0.591716,1
35,3,1,16.9504,0.591716,1.2,1.81355,16.5185,0.591716,1
36,3,1,18.6216,0.591716,1.2,1.86141,18.1585,0.591716,1
37,3,1,20.3883,0.591716,1.2,1.911,19.8932,0.591716,1
38,3,1,22.253,0.591716,1.2,1.96237,21.7253,0.591716,1
39,3,1,24.2186,0.591716,1.2,2.01557,23.6573,0.591716,1
40,3,1,26.2875,0.591716,1.2,2.07063,25.6919,0.591716,1
41,3,1,28.4626,0.591716,1.2,2.1276,27.8317,0.591716,1
42,3,1,30.7464,0.591716,1.2,2.18654,30.0794,0.591716,1
43,3,1,33.1415,0.591716,1.2,2.24749,32.4375,0.591716,1
44,3,1,35.6507,0.591716,1.2,2.31051,34.9088,0.591716,1
45,3,1,38.2766,0.591716,1.2,2.37563,37.4958,0.591716,1
46,3,1,41.0218,0.591716,1.2,2.44292,40.2012,0.591716,1
47,3,1,43.889,0.591716,1.2,2.51243,43.0275,0.591716,1
48,3,1,46.8809,0.591716,1.2,2.58421,45.9775,0.591716,1
49,3,1,50,0.591716,1.2,2.6583,49.0538,0.591716,1
0,4,1,-2,1.05194,1.2,1.03647,-1.85647,1.10454,0
1,4,1,-1.99956,1.05194,1.2,1.03652,-1.85607,1.10454,0
2,4,1,-1.99646,1.05194,1.2,1.03691,-1.85334,1.10454,0
3,4,1,-1.98807,1.05194,1.2,1.03794,-1.84588,1.10454,0
4,4,1,-1.97171,1.05194,1.2,1.03982,-1.83125,1.10454,0
5,4,1,-1.94475,1.05194,1.2,1.04291,-1.80711,1.10454,0
6,4,1,-1.90453,1.05194,1.2,1.0475,-1.77108,1.10454,0
7,4,1,-1.8484,1.05194,1.2,1.05333,-1.72021,1.10454,0
8,4,1,-1.7737,1.05194,1.2,1.06082,-1.65226,1.10454,0
9,4,1,-1.67779,1.05194,1.2,1.06986,-1.56442,1.10454,0
10,4,1,-1.55801,1.05194,1.2,1.08033,-1.45392,1.10454,0
11,4,1,-1.41171,1.05194,1.2,1.0924,-1.31823,1.10454,0
12,4,1,-1.23624,1.05194,1.2,1.10602,-1.15462,1.10454,0
13,4,1,-1.02894,1.05194,1.2,1.12113,-0.960359,1.10454,0
14,4,1,-0.787172,1.05194,1.2,1.13768,-0.732728,1.10454,0
15,4,1,-0.508275,1.05194,1.2,1.15565,-0.469009,1.10454,0
16,4,1,-0.189598,1.05194,1.2,1.175,-0.166492,1.10454,0
17,4,1,0.17151,1.05194,1.2,1.19569,0.177532,1.10454,0
18,4,1,0.577701,1.05194,1.2,1.21755,0.565926,1.10454,0
19,4,1,1.03163,1.05194,1.2,1.24066,1.00128,1.10454,0
20,4,1,1.53594,1.05194,1.2,1.26509,1.48621,1.10454,0
21,4,1,2.09329,1.05194,1.2,1.29084,2.02339,1.10454,0
22,4,1,2.70634,1.05194,1.2,1.31791,2.61549,1.10454,0
23,4,1,3.37773,1.05194,1.2,1.3463,3.2652,1.10454,0
24,4,1,4.11011,1.05194,1.2,1.37604,3.97517,1.10454,0
25,4,1,4.90614,1.05194,1.2,1.40712,4.74807,1.10454,0
26,4,1,5.76846,1.05194,1.2,1.43958,5.58657,1.10454,0
27,4,1,6.69974,1.05194,1.2,1.47343,6.49331,1.10454,0
28,4,1,7.70262,1.05194,1.2,1.50868,7.47097,1.10454,0
29,4,1,8.77976,1.05194,1.2,1.54538,8.52217,1.10454,0
30,4,1,9.9338,1.05194,1.2,1.58356,9.64959,1.10454,0
31,4,1,11.1674,1.05194,1.2,1.62323,10.8559,1.10454,0
32,4,1,12.4832,1.05194,1.2,1.66444,12.1436,1.10454,0
33,4,1,13.8839,1.05194,1.2,1.70722,13.5155,1.10454,0
34,4,1,15.3721,1.05194,1.2,1.75161,14.9742,1.10454,0
35,4,1,16.9504,1.05194,1.2,1.79765,16.5223,1.10454,0
36,4,1,18.6216,1.05194,1.2,1.84538,18.1625,1.10454,0
37,4,1,20.3883,1.05194,1.2,1.89484,19.8973,1.10454,0
38,4,1,22.253,1.05194,1.2,1.94608,21.7295,1.10454,0
39,4,1,24.2186,1.05194,1.2,1.99914,23.6616,1.10454,0
40,4,1,26.2875,1.05194,1.2,2.05407,25.6963,1.10454,0
41,4,1,28.4626,1.05194,1.2,2.11091,27.8363,1.10454,0
42,4,1,30.7464,1.05194,1.2,2.16972,30.0841,1.10454,0
43,4,1,33.1415,1.05194,1.2,2.23054,32.4424,1.10454,0
44,4,1,35.6507,1.05194,1.2,2.29342,34.9138,1.10454,0
45,4,1,38.2766,1.05194,1.2,2.35842,37.5009,1.10454,0
46,4,1,41.0218,1.05194,1.2,2.42557,40.2064,1.10454,0
47,4,1,43.889,1.05194,1.2,2.49495,43.0329,1.10454,0
48,4,1,46.8809,1.05194,1.2,2.56659,45.9831,1.10454,0
49,4,1,50,1.05194,1.2,2.64056,49.0594,1.10454,0
0,5,1,-2,1.64366,1.2,1.03647,-1.85647,1.72584,0
1,5,1,-1.99956,1.64366,1.2,1.03652,-1.85607,1.72584,0
2,5,1,-1.99646,1.64366,1.2,1.03691,-1.85334,1.72584,0
3,5,1,-1.98807,1.64366,1.2,1.03794,-1.84588,1.72584,0
4,5,1,-1.97171,1.64366,1.2,1.03982,-1.83125,1.72584,0
5,5,1,-1.94475,1.64366,1.2,1.04291,-1.80711,1.72584,0
6,5,1,-1.90453,1.64366,1.2,1.0475,-1.77108,1.72584,0
7,5,1,-1.8484,1.64366,1.2,1.05333,-1.72021,1.72584,0
8,5,1,-1.7737,1.64366,1.2,1.06082,-1.65226,1.72584,0
9,5,1,-1.67779,1.64366,1.2,1.06986,-1.56442,1.72584,0
10,5,1,-1.55801,1.64366,1.2,1.08033,-1.45392,1.72584,0
11,5,1,-1.41171,1.64366,1.2,1.0924,-1.31823,1.72584,0
12,5,1,-1.23624,1.64366,1.2,1.10602,-1.15462,1.72584,0
13,5,1,-1.02894,1.64366,1.2,1.12113,-0.960359,1.72584,0
14,5,1,-0.787172,1.64366,1.2,1.13768,-0.732728,1.72584,0
15,5,1,-0.508275,1.64366,1.2,1.15565,-0.469009,1.72584,0
16,5,1,-0.189598,1.64366,1.2,1.175,-0.166492,1.72584,0
17,5,1,0.17151,1.64366,1.2,1.19569,0.177532,1.72584,0
18,5,1,0.577701,1.64366,1.2,1.21755,0.565926,1.72584,0
19,5,1,1.03163,1.64366,1.2,1.24066,1.00128,1.72584,0
20,5,1,1.53594,1.64366,1.2,1.26509,1.48621,1.72584,0
21,5,1,2.09329,1.64366,1.2,1.29084,2.02339,1.72584,0
22,5,1,2.70634,1.64366,1.2,1.31791,2.61549,1.72584,0
23,5,1,3.37773,1.64366,1.2,1.3463,3.2652,1.72584,0
24,5,1,4.11011,1.64366,1.2,1.37604,3.97517,1.72584,0
25,5,1,4.90614,1.64366,1.2,1.40712,4.74807,1.72584,0
26,5,1,5.76846,1.64366,1.2,1.43958,5.58657,1.72584,0
27,5,1,6.69974,1.64366,1.2,1.47343,6.49331,1.72584,0
28,5,1,7.70262,1.64366,1.2,1.50868,7.47097,1.72584,0
29,5,1,8.77976,1.64366,1.2,1.54538,8.52217,1.72584,0
30,5,1,9.9338,1.64366,1.2,1.58356,9.64959,1.72584,0
31,5,1,11.1674,1.64366,1.2,1.62323,10.8559,1.72584,0
32,5,1,12.4832,1.64366,1.2,1.66444,12.1436,1.72584,0
33,5,1,13.8839,1.64366,1.2,1.70722,13.5155,1.72584,0
34,5,1,15.3721,1.64366,1.2,1.75161,14.9742,1.72584,0
35,5,1,16.9504,1.64366,1.2,1.79765,16.5223,1.72584,0
36,5,1,18.6216,1.64366,1.2,1.84538,18.1625,1.72584,0
37,5,1,20.3883,1.64366,1.2,1.89484,19.8973,1.72584,0
38,5,1,22.253,1.64366,1.2,1.94608,21.7295,1.72584,0
39,5,1,24.2186,1.64366,1.2,1.99914,23.6616,1.72584,0
40,5,1,26.2875,1.64366,1.2,2.05407,25.6963,1.72584,0
41,5,1,28.4626,1.64366,1.2,2.11091,27.8363,1.72584,0
