m_idx,a_idx,z_idx,m_val,a_val,z_val,c,m_prime,a_prime,adjust_flag
0,0,0,-2,0,0.8,0.78,-2,0,0
1,0,0,-1.99956,0,0.8,0.780446,-2,0,0
2,0,0,-1.99646,0,0.8,0.783571,-2,0,0
3,0,0,-1.98807,0,0.8,0.792053,-2,0,0
4,0,0,-1.97171,0,0.8,0.80712,-1.99855,0,0
5,0,0,-1.94475,0,0.8,0.820488,-1.98469,0,0
6,0,0,-1.90453,0,0.8,0.837353,-1.96093,0,0
7,0,0,-1.8484,0,0.8,0.854683,-1.92156,0,0
8,0,0,-1.7737,0,0.8,0.873587,-1.86502,0,0
9,0,0,-1.67779,0,0.8,0.893547,-1.78811,0,0
10,0,0,-1.55801,0,0.8,0.914574,-1.68816,0,0
11,0,0,-1.41171,0,0.8,0.936572,-1.5624,0,0
12,0,0,-1.23624,0,0.8,0.959422,-1.40802,0,0
13,0,0,-1.02894,0,0.8,0.983006,-1.22224,0,0
14,0,0,-0.787172,0,0.8,1.0073,-1.00234,0,0
15,0,0,-0.508275,0,0.8,1.03222,-0.745577,0,0
16,0,0,-0.189598,0,0.8,1.0577,-0.449191,0,0
17,0,0,0.17151,0,0.8,1.08408,-0.110852,0,0
18,0,0,0.577701,0,0.8,1.11137,0.272111,0,0
19,0,0,1.03163,0,0.8,1.13469,0.555054,0.0657462,1
20,0,0,1.53594,0,0.8,1.16482,1.03429,0.0657462,1
21,0,0,2.09329,0,0.8,1.19566,1.56637,0.0657462,1
22,0,0,2.70634,0,0.8,1.22737,2.15384,0.0657462,1
23,0,0,3.37773,0,0.8,1.26,2.79931,0.0657462,1
24,0,0,4.11011,0,0.8,1.2936,3.50541,0.0657462,1
25,0,0,4.90614,0,0.8,1.32822,4.27478,0.0657462,1
26,0,0,5.76846,0,0.8,1.36392,5.11003,0.0657462,1
27,0,0,6.69974,0,0.8,1.40073,6.01382,0.0657462,1
28,0,0,7.70262,0,0.8,1.43871,6.98875,0.0657462,1
29,0,0,8.77976,0,0.8,1.47791,8.03745,0.0657462,1
30,0,0,9.9338,0,0.8,1.51838,9.16257,0.0657462,1
31,0,0,11.1674,0,0.8,1.56017,10.3667,0.0657462,1
32,0,0,12.4832,0,0.8,1.60333,11.6525,0.0657462,1
33,0,0,13.8839,0,0.8,1.64792,13.0226,0.0657462,1
34,0,0,15.3721,0,0.8,1.69398,14.4796,0.0657462,1
35,0,0,16.9504,0,0.8,1.74157,16.0262,0.0657462,1
36,0,0,18.6216,0,0.8,1.79074,17.6649,0.0657462,1
37,0,0,20.3883,0,0.8,1.84154,19.3984,0.0657462,1
38,0,0,22.253,0,0.8,1.89403,21.2293,0.0657462,1
39,0,0,24.2186,0,0.8,1.94825,23.1603,0.0657462,1
40,0,0,26.2875,0,0.8,2.00426,25.1939,0.0657462,1
41,0,0,28.4626,0,0.8,2.06212,27.3329,0.0657462,1
42,0,0,30.7464,0,0.8,2.12187,29.5797,0.0657462,1
43,0,0,33.1415,0,0.8,2.18358,31.9371,0.0657462,1
44,0,0,35.6507,0,0.8,2.2473,34.4077,0.0657462,1
45,0,0,38.2766,0,0.8,2.31308,36.9941,0.0657462,1
46,0,0,41.0218,0,0.8,2.38097,39.6989,0.0657462,1
47,0,0,43.889,0,0.8,2.45104,42.5247,0.0657462,1
48,0,0,46.8809,0,0.8,2.52334,45.4741,0.0657462,1
49,0,0,50,0,0.8,2.59792,48.5499,0.0657462,1
0,1,0,-2,0.0657462,0.8,0.783071,-2,0.0657462,1
1,1,0,-1.99956,0.0657462,0.8,0.783518,-2,0.0657462,1
2,1,0,-1.99646,0.0657462,0.8,0.786642,-2,0.0657462,1
3,1,0,-1.98807,0.0657462,0.8,0.795124,-2,0.0657462,1
4,1,0,-1.97171,0.0657462,0.8,0.810205,-1.99856,0.0657462,1
5,1,0,-1.94475,0.0657462,0.8,0.823574,-1.9847,0.0657462,1
6,1,0,-1.90453,0.0657462,0.8,0.840447,-1.96095,0.0657462,1
7,1,0,-1.8484,0.0657462,0.8,0.857781,-1.92159,0.0657462,1
8,1,0,-1.7737,0.0657462,0.8,0.876689,-1.86505,0.0657462,1
9,1,0,-1.67779,0.0657462,0.8,0.896136,-1.7907,0.0690335,0
10,1,0,-1.55801,0.0657462,0.8,0.916914,-1.6905,0.0690335,0
11,1,0,-1.41171,0.0657462,0.8,0.938742,-1.56457,0.0690335,0
12,1,0,-1.23624,0.0657462,0.8,0.961544,-1.41014,0.0690335,0
13,1,0,-1.02894,0.0657462,0.8,0.985154,-1.22438,0.0690335,0
14,1,0,-0.787172,0.0657462,0.8,1.00957,-1.00461,0.0690335,0
15,1,0,-0.508275,0.0657462,0.8,1.03479,-0.748144,0.0690335,0
16,1,0,-0.189598,0.0657462,0.8,1.06082,-0.452312,0.0690335,0
17,1,0,0.17151,0.0657462,0.8,1.08768,-0.11445,0.0690335,0
18,1,0,0.577701,0.0657462,0.8,1.11537,0.268106,0.0690335,0
19,1,0,1.03163,0.0657462,0.8,1.14391,0.698031,0.0690335,0
20,1,0,1.53594,0.0657462,0.8,1.17332,1.17798,0.0690335,0
21,1,0,2.09329,0.0657462,0.8,1.20364,1.71059,0.0690335,0
22,1,0,2.70634,0.0657462,0.8,1.23489,2.29851,0.0690335,0
23,1,0,3.37773,0.0657462,0.8,1.26712,2.94438,0.0690335,0
24,1,0,4.11011,0.0657462,0.8,1.30036,3.65084,0.0690335,0
25,1,0,4.90614,0.0657462,0.8,1.33467,4.42053,0.0690335,0
26,1,0,5.76846,0.0657462,0.8,1.37008,5.25607,0.0690335,0
27,1,0,6.69974,0.0657462,0.8,1.40664,6.1601,0.0690335,0
28,1,0,7.70262,0.0657462,0.8,1.44439,7.13526,0.0690335,0
29,1,0,8.77976,0.0657462,0.8,1.48339,8.18417,0.0690335,0
30,1,0,9.9338,0.0657462,0.8,1.52368,9.30946,0.0690335,0
31,1,0,11.1674,0.0657462,0.8,1.56531,10.5138,0.0690335,0
32,1,0,12.4832,0.0657462,0.8,1.60832,11.7997,0.0690335,0
33,1,0,13.8839,0.0657462,0.8,1.65277,13.17,0.0690335,0
34,1,0,15.3721,0.0657462,0.8,1.69871,14.6271,0.0690335,0
35,1,0,16.9504,0.0657462,0.8,1.74619,16.1738,0.0690335,0
36,1,0,18.6216,0.0657462,0.8,1.79525,17.8126,0.0690335,0
37,1,0,20.3883,0.0657462,0.8,1.84596,19.5462,0.0690335,0
38,1,0,22.253,0.0657462,0.8,1.89836,21.3772,0.0690335,0
39,1,0,24.2186,0.0657462,0.8,1.9525,23.3083,0.0690335,0
40,1,0,26.2875,0.0657462,0.8,2.00844,25.342,0.0690335,0
41,1,0,28.4626,0.0657462,0.8,2.06623,27.481,0.0690335,0
42,1,0,30.7464,0.0657462,0.8,2.12592,29.7279,0.0690335,0
43,1,0,33.1415,0.0657462,0.8,2.18757,32.0854,0.0690335,0
44,1,0,35.6507,0.0657462,0.8,2.25123,34.556,0.0690335,0
45,1,0,38.2766,0.0657462,0.8,2.31696,37.1424,0.0690335,0
46,1,0,41.0218,0.0657462,0.8,2.38481,39.8472,0.0690335,0
47,1,0,43.889,0.0657462,0.8,2.45483,42.6731,0.0690335,0
48,1,0,46.8809,0.0657462,0.8,2.52709,45.6226,0.0690335,0
49,1,0,50,0.0657462,0.8,2.60163,48.6984,0.0690335,0
0,2,0,-2,0.262985,0.8,0.789691,-2,0.262985,1
1,2,0,-1.99956,0.262985,0.8,0.790138,-2,0.262985,1
2,2,0,-1.99646,0.262985,0.8,0.793262,-2,0.262985,1
3,2,0,-1.98807,0.262985,0.8,0.801744,-2,0.262985,1
4,2,0,-1.97171,0.262985,0.8,0.816926,-1.99866,0.262985,1
5,2,0,-1.94475,0.262985,0.8,0.83031,-1.98482,0.262985,1
6,2,0,-1.90453,0.262985,0.8,0.847272,-1.96116,0.262985,1
7,2,0,-1.8484,0.262985,0.8,0.864658,-1.92185,0.262985,1
8,2,0,-1.7737,0.262985,0.8,0.883645,-1.86539,0.262985,1
9,2,0,-1.67779,0.262985,0.8,0.903687,-1.78856,0.262985,1
10,2,0,-1.55801,0.262985,0.8,0.924804,-1.6887,0.262985,1
11,2,0,-1.41171,0.262985,0.8,0.946904,-1.56304,0.262985,1
12,2,0,-1.23624,0.262985,0.8,0.969888,-1.4088,0.262985,1
13,2,0,-1.02894,0.262985,0.8,0.993636,-1.22318,0.262985,1
14,2,0,-0.787172,0.262985,0.8,1.01815,-1.00351,0.262985,1
15,2,0,-0.508275,0.262985,0.8,1.04345,-0.747116,0.262985,1
16,2,0,-0.189598,0.262985,0.8,1.06954,-0.451341,0.262985,1
17,2,0,0.17151,0.262985,0.8,1.09643,-0.113518,0.262985,1
18,2,0,0.577701,0.262985,0.8,1.12416,0.269014,0.262985,1
19,2,0,1.03163,0.262985,0.8,1.15271,0.698925,0.262985,1
20,2,0,1.53594,0.262985,0.8,1.18213,1.17887,0.262985,1
21,2,0,2.09329,0.262985,0.8,1.21244,1.71148,0.262985,1
22,2,0,2.70634,0.262985,0.8,1.24368,2.29942,0.262985,1
23,2,0,3.37773,0.262985,0.8,1.27589,2.9453,0.262985,1
24,2,0,4.11011,0.262985,0.8,1.30912,3.65178,0.262985,1
25,2,0,4.90614,0.262985,0.8,1.3434,4.42149,0.262985,1
26,2,0,5.76846,0.262985,0.8,1.37878,5.25706,0.262985,1
27,2,0,6.69974,0.262985,0.8,1.41531,6.16112,0.262985,1
28,2,0,7.70262,0.262985,0.8,1.45304,7.13631,0.262985,1
29,2,0,8.77976,0.262985,0.8,1.492,8.18525,0.262985,1
30,2,0,9.9338,0.262985,0.8,1.53225,9.31058,0.262985,1
31,2,0,11.1674,0.262985,0.8,1.57385,10.5149,0.262985,1
32,2,0,12.4832,0.262985,0.8,1.61683,11.8009,0.262985,1
33,2,0,13.8839,0.262985,0.8,1.66124,13.1712,0.262985,1
34,2,0,15.3721,0.262985,0.8,1.70715,14.6283,0.262985,1
35,2,0,16.9504,0.262985,0.8,1.75459,16.175,0.262985,1
36,2,0,18.6216,0.262985,0.8,1.80362,17.8139,0.262985,1
37,2,0,20.3883,0.262985,0.8,1.85429,19.5475,0.262985,1
38,2,0,22.253,0.262985,0.8,1.90665,21.3786,0.262985,1
39,2,0,24.2186,0.262985,0.8,1.96076,23.3097,0.262985,1
40,2,0,26.2875,0.262985,0.8,2.01667,25.3434,0.262985,1
41,2,0,28.4626,0.262985,0.8,2.07442,27.4825,0.262985,1
42,2,0,30.7464,0.262985,0.8,2.13409,29.7294,0.262985,1
43,2,0,33.1415,0.262985,0.8,2.1957,32.0869,0.262985,1
44,2,0,35.6507,0.262985,0.8,2.25934,34.5576,0.262985,1
45,2,0,38.2766,0.262985,0.8,2.32503,37.144,0.262985,1
46,2,0,41.0218,0.262985,0.8,2.39285,39.8489,0.262985,1
47,2,0,43.889,0.262985,0.8,2.46285,42.6747,0.262985,1
48,2,0,46.8809,0.262985,0.8,2.53508,45.6243,0.262985,1
49,2,0,50,0.262985,0.8,2.6096,48.7001,0.262985,1
0,3,0,-2,0.591716,0.8,0.792079,-2,0.591716,1
1,3,0,-1.99956,0.591716,0.8,0.792526,-2,0.591716,1
2,3,0,-1.99646,0.591716,0.8,0.795651,-2,0.591716,1
3,3,0,-1.98807,0.591716,0.8,0.804133,-2,0.591716,1
4,3,0,-1.97171,0.591716,0.8,0.819341,-1.99869,0.591716,1
5,3,0,-1.94475,0.591716,0.8,0.832728,-1.98485,0.591716,1
6,3,0,-1.90453,0.591716,0.8,0.849712,-1.96121,0.591716,1
7,3,0,-1.8484,0.591716,0.8,0.867111,-1.92191,0.591716,1
8,3,0,-1.7737,0.591716,0.8,0.886115,-1.86547,0.591716,1
9,3,0,-1.67779,0.591716,0.8,0.906174,-1.78866,0.591716,1
10,3,0,-1.55801,0.591716,0.8,0.927309,-1.68882,0.591716,1
11,3,0,-1.41171,0.591716,0.8,0.949428,-1.56317,0.591716,1
12,3,0,-1.23624,0.591716,0.8,0.972433,-1.40895,0.591716,1
13,3,0,-1.02894,0.591716,0.8,0.996203,-1.22335,0.591716,1
14,3,0,-0.787172,0.591716,0.8,1.02074,-1.00371,0.591716,1
15,3,0,-0.508275,0.591716,0.8,1.04606,-0.747339,0.591716,1
16,3,0,-0.189598,0.591716,0.8,1.07217,-0.451586,0.591716,1
17,3,0,0.17151,0.591716,0.8,1.09909,-0.113786,0.591716,1
18,3,0,0.577701,0.591716,0.8,1.12683,0.268723,0.591716,1
19,3,0,1.03163,0.591716,0.8,1.15541,0.698611,0.591716,1
20,3,0,1.53594,0.591716,0.8,1.18485,1.17853,0.591716,1
21,3,0,2.09329,0.591716,0.8,1.21518,1.71112,0.591716,1
22,3,0,2.70634,0.591716,0.8,1.24645,2.29903,0.591716,1
23,3,0,3.37773,0.591716,0.8,1.27869,2.94489,0.591716,1
24,3,0,4.11011,0.591716,0.8,1.31194,3.65135,0.591716,1
25,3,0,4.90614,0.591716,0.8,1.34624,4.42103,0.591716,1
26,3,0,5.76846,0.591716,0.8,1.38165,5.25657,0.591716,1
27,3,0,6.69974,0.591716,0.8,1.41821,6.16061,0.591716,1
28,3,0,7.70262,0.591716,0.8,1.45596,7.13577,0.591716,1
29,3,0,8.77976,0.591716,0.8,1.49495,8.18469,0.591716,1
30,3,0,9.9338,0.591716,0.8,1.53523,9.30999,0.591716,1
31,3,0,11.1674,0.591716,0.8,1.57685,10.5143,0.591716,1
32,3,0,12.4832,0.591716,0.8,1.61986,11.8003,0.591716,1
33,3,0,13.8839,0.591716,0.8,1.6643,13.1705,0.591716,1
34,3,0,15.3721,0.591716,0.8,1.71023,14.6277,0.591716,1
35,3,0,16.9504,0.591716,0.8,1.7577,16.1743,0.591716,1
36,3,0,18.6216,0.591716,0.8,1.80676,17.8132,0.591716,1
37,3,0,20.3883,0.591716,0.8,1.85746,19.5468,0.591716,1
38,3,0,22.253,0.591716,0.8,1.90985,21.3778,0.591716,1
39,3,0,24.2186,0.591716,0.8,1.96398,23.3088,0.591716,1
40,3,0,26.2875,0.591716,0.8,2.01992,25.3426,0.591716,1
41,3,0,28.4626,0.591716,0.8,2.0777,27.4816,0.591716,1
42,3,0,30.7464,0.591716,0.8,2.13739,29.7285,0.591716,1
43,3,0,33.1415,0.591716,0.8,2.19903,32.086,0.591716,1
44,3,0,35.6507,0.591716,0.8,2.26269,34.5566,0.591716,1
45,3,0,38.2766,0.591716,0.8,2.32842,37.143,0.591716,1
46,3,0,41.0218,0.591716,0.8,2.39626,39.8478,0.591716,1
47,3,0,43.889,0.591716,0.8,2.46629,42.6737,0.591716,1
48,3,0,46.8809,0.591716,0.8,2.53854,45.6232,0.591716,1
49,3,0,50,0.591716,0.8,2.61309,48.699,0.591716,1
0,4,0,-2,1.05194,0.8,0.78,-2,1.10454,0
1,4,0,-1.99956,1.05194,0.8,0.780446,-2,1.10454,0
2,4,0,-1.99646,1.05194,0.8,0.783571,-2,1.10454,0
3,4,0,-1.98807,1.05194,0.8,0.792053,-2,1.10454,0
4,4,0,-1.97171,1.05194,0.8,0.807127,-1.99856,1.10454,0
5,4,0,-1.94475,1.05194,0.8,0.820497,-1.9847,1.10454,0
6,4,0,-1.90453,1.05194,0.8,0.837369,-1.96094,1.10454,0
7,4,0,-1.8484,1.05194,0.8,0.854706,-1.92159,1.10454,0
8,4,0,-1.7737,1.05194,0.8,0.87362,-1.86506,1.10454,0
9,4,0,-1.67779,1.05194,0.8,0.893592,-1.78816,1.10454,0
10,4,0,-1.55801,1.05194,0.8,0.914637,-1.68822,1.10454,0
11,4,0,-1.41171,1.05194,0.8,0.936662,-1.56249,1.10454,0
12,4,0,-1.23624,1.05194,0.8,0.959557,-1.40816,1.10454,0
13,4,0,-1.02894,1.05194,0.8,0.983216,-1.22245,1.10454,0
14,4,0,-0.787172,1.05194,0.8,1.00764,-1.00269,1.10454,0
15,4,0,-0.508275,1.05194,0.8,1.03285,-0.746208,1.10454,0
16,4,0,-0.189598,1.05194,0.8,1.05885,-0.450341,1.10454,0
17,4,0,0.17151,1.05194,0.8,1.08565,-0.112425,1.10454,0
18,4,0,0.577701,1.05194,0.8,1.11328,0.270201,1.10454,0
19,4,0,1.03163,1.05194,0.8,1.14174,0.700204,1.10454,0
20,4,0,1.53594,1.05194,0.8,1.17106,1.18024,1.10454,0
21,4,0,2.09329,1.05194,0.8,1.20127,1.71295,1.10454,0
22,4,0,2.70634,1.05194,0.8,1.23242,2.30098,1.10454,0
23,4,0,3.37773,1.05194,0.8,1.26453,2.94697,1.10454,0
24,4,0,4.11011,1.05194,0.8,1.29766,3.65355,1.10454,0
25,4,0,4.90614,1.05194,0.8,1.33184,4.42336,1.10454,0
26,4,0,5.76846,1.05194,0.8,1.36712,5.25903,1.10454,0
27,4,0,6.69974,1.05194,0.8,1.40354,6.1632,1.10454,0
28,4,0,7.70262,1.05194,0.8,1.44116,7.13849,1.10454,0
29,4,0,8.77976,1.05194,0.8,1.48002,8.18754,1.10454,0
30,4,0,9.9338,1.05194,0.8,1.52017,9.31297,1.10454,0
31,4,0,11.1674,1.05194,0.8,1.56165,10.5174,1.10454,0
32,4,0,12.4832,1.05194,0.8,1.60452,11.8035,1.10454,0
33,4,0,13.8839,1.05194,0.8,1.64883,13.1739,1.10454,0
34,4,0,15.3721,1.05194,0.8,1.69462,14.6312,1.10454,0
35,4,0,16.9504,1.05194,0.8,1.74195,16.178,1.10454,0
36,4,0,18.6216,1.05194,0.8,1.79087,17.817,1.10454,0
37,4,0,20.3883,1.05194,0.8,1.84143,19.5507,1.10454,0
38,4,0,22.253,1.05194,0.8,1.89369,21.3819,1.10454,0
39,4,0,24.2186,1.05194,0.8,1.94768,23.3131,1.10454,0
40,4,0,26.2875,1.05194,0.8,2.00348,25.3469,1.10454,0
41,4,0,28.4626,1.05194,0.8,2.06112,27.4861,1.10454,0
42,4,0,30.7464,1.05194,0.8,2.12067,29.7331,1.10454,0
43,4,0,33.1415,1.05194,0.8,2.18218,32.0907,1.10454,0
44,4,0,35.6507,1.05194,0.8,2.2457,34.5615,1.10454,0
45,4,0,38.2766,1.05194,0.8,2.31129,37.1481,1.10454,0
46,4,0,41.0218,1.05194,0.8,2.379,39.853,1.10454,0
47,4,0,43.889,1.05194,0.8,2.44889,42.679,1.10454,0
48,4,0,46.8809,1.05194,0.8,2.52102,45.6287,1.10454,0
49,4,0,50,1.05194,0.8,2.59543,48.7046,1.10454,0
0,5,0,-2,1.64366,0.8,0.78,-2,1.72584,0
1,5,0,-1.99956,1.64366,0.8,0.780446,-2,1.72584,0
2,5,0,-1.99646,1.64366,0.8,0.783571,-2,1.72584,0
3,5,0,-1.98807,1.64366,0.8,0.792053,-2,1.72584,0
4,5,0,-1.97171,1.64366,0.8,0.807127,-1.99856,1.72584,0
5,5,0,-1.94475,1.64366,0.8,0.820497,-1.9847,1.72584,0
6,5,0,-1.90453,1.64366,0.8,0.837369,-1.96094,1.72584,0
7,5,0,-1.8484,1.64366,0.8,0.854706,-1.92159,1.72584,0
8,5,0,-1.7737,1.64366,0.8,0.87362,-1.86506,1.72584,0
9,5,0,-1.67779,1.64366,0.8,0.893592,-1.78816,1.72584,0
10,5,0,-1.55801,1.64366,0.8,0.914637,-1.68822,1.72584,0
11,5,0,-1.41171,1.64366,0.8,0.936662,-1.56249,1.72584,0
12,5,0,-1.23624,1.64366,0.8,0.959557,-1.40816,1.72584,0
13,5,0,-1.02894,1.64366,0.8,0.983216,-1.22245,1.72584,0
14,5,0,-0.787172,1.64366,0.8,1.00764,-1.00269,1.72584,0
15,5,0,-0.508275,1.64366,0.8,1.03285,-0.746208,1.72584,0
16,5,0,-0.189598,1.64366,0.8,1.05885,-0.450341,1.72584,0
17,5,0,0.17151,1.64366,0.8,1.08565,-0.112425,1.72584,0
18,5,0,0.577701,1.64366,0.8,1.11328,0.270201,1.72584,0
19,5,0,1.03163,1.64366,0.8,1.14174,0.700204,1.72584,0
20,5,0,1.53594,1.64366,0.8,1.17106,1.18024,1.72584,0
21,5,0,2.09329,1.64366,0.8,1.20127,1.71295,1.72584,0
22,5,0,2.70634,1.64366,0.8,1.23242,2.30098,1.72584,0
23,5,0,3.37773,1.64366,0.8,1.26453,2.94697,1.72584,0
24,5,0,4.11011,1.64366,0.8,1.29766,3.65355,1.72584,0
25,5,0,4.90614,1.64366,0.8,1.33184,4.42336,1.72584,0
26,5,0,5.76846,1.64366,0.8,1.36712,5.25903,1.72584,0
27,5,0,6.69974,1.64366,0.8,1.40354,6.1632,1.72584,0
28,5,0,7.70262,1.64366,0.8,1.44116,7.13849,1.72584,0
29,5,0,8.77976,1.64366,0.8,1.48002,8.18754,1.72584,0
30,5,0,9.9338,1.64366,0.8,1.52017,9.31297,1.72584,0
31,5,0,11.1674,1.64366,0.8,1.56165,10.5174,1.72584,0
32,5,0,12.4832,1.64366,0.8,1.60452,11.8035,1.72584,0
33,5,0,13.8839,1.64366,0.8,1.64883,13.1739,1.72584,0
34,5,0,15.3721,1.64366,0.8,1.69462,14.6312,1.72584,0
35,5,0,16.9504,1.64366,0.8,1.74195,16.178,1.72584,0
36,5,0,18.6216,1.64366,0.8,1.79087,17.817,1.72584,0
37,5,0,20.3883,1.64366,0.8,1.84143,19.5507,1.72584,0
38,5,0,22.253,1.64366,0.8,1.89369,21.3819,1.72584,0
39,5,0,24.2186,1.64366,0.8,1.94768,23.3131,1.72584,0
40,5,0,26.2875,1.64366,0.8,2.00348,25.3469,1.72584,0
41,5,0,28.4626,1.64366,0.8,2.06112,27.4861,1.72584,0
42,5,0,30.7464,1.64366,0.8,2.12067,29.7331,1.72584,0
43,5,0,33.1415,1.64366,0.8,2.18218,32.0907,1.72584,0
44,5,0,35.6507,1.64366,0.8,2.2457,34.5615,1.72584,0
45,5,0,38.2766,1.64366,0.8,2.31129,37.1481,1.72584,0
46,5,0,41.0218,1.64366,0.8,2.379,39.853,1.72584,0
47,5,0,43.889,1.64366,0.8,2.44889,42.679,1.72584,0
48,5,0,46.8809,1.64366,0.8,2.52102,45.6287,1.72584,0
49,5,0,50,1.64366,0.8,2.59543,48.7046,1.72584,0
0,6,0,-2,2.36686,0.8,0.78,-2,2.48521,0
1,6,0,-1.99956,2.36686,0.8,0.780446,-2,2.48521,0
2,6,0,-1.99646,2.36686,0.8,0.783571,-2,2.48521,0
3,6,0,-1.98807,2.36686,0.8,0.792053,-2,2.48521,0
4,6,0,-1.97171,2.36686,0.8,0.807127,-1.99856,2.48521,0
5,6,0,-1.94475,2.36686,0.8,0.820497,-1.9847,2.48521,0
6,6,0,-1.90453,2.36686,0.8,0.837369,-1.96094,2.48521,0
7,6,0,-1.8484,2.36686,0.8,0.854706,-1.92159,2.48521,0
8,6,0,-1.7737,2.36686,0.8,0.87362,-1.86506,2.48521,0
9,6,0,-1.67779,2.36686,0.8,0.893592,-1.78816,2.48521,0
10,6,0,-1.55801,2.36686,0.8,0.914637,-1.68822,2.48521,0
11,6,0,-1.41171,2.36686,0.8,0.936662,-1.56249,2.48521,0
12,6,0,-1.23624,2.36686,0.8,0.959557,-1.40816,2.48521,0
13,6,0,-1.02894,2.36686,0.8,0.983216,-1.22245,2.48521,0
14,6,0,-0.787172,2.36686,0.8,1.00764,-1.00269,2.48521,0
15,6,0,-0.508275,2.36686,0.8,1.03285,-0.746208,2.48521,0
16,6,0,-0.189598,2.36686,0.8,1.05885,-0.450341,2.48521,0
17,6,0,0.17151,2.36686,0.8,1.08565,-0.112425,2.48521,0
18,6,0,0.577701,2.36686,0.8,1.11328,0.270201,2.48521,0
19,6,0,1.03163,2.36686,0.8,1.14174,0.700204,2.48521,0
20,6,0,1.53594,2.36686,0.8,1.17106,1.18024,2.48521,0
21,6,0,2.09329,2.36686,0.8,1.20127,1.71295,2.48521,0
22,6,0,2.70634,2.36686,0.8,1.23242,2.30098,2.48521,0
23,6,0,3.37773,2.36686,0.8,1.26453,2.94697,2.48521,0
24,6,0,4.11011,2.36686,0.8,1.29766,3.65355,2.48521,0
25,6,0,4.90614,2.36686,0.8,1.33184,4.42336,2.48521,0
26,6,0,5.76846,2.36686,0.8,1.36712,5.25903,2.48521,0
27,6,0,6.69974,2.36686,0.8,1.40354,6.1632,2.48521,0
28,6,0,7.70262,2.36686,0.8,1.44116,7.13849,2.48521,0
29,6,0,8.77976,2.36686,0.8,1.48002,8.18754,2.48521,0
30,6,0,9.9338,2.36686,0.8,1.52017,9.31297,2.48521,0
31,6,0,11.1674,2.36686,0.8,1.56165,10.5174,2.48521,0
32,6,0,12.4832,2.36686,0.8,1.60452,11.8035,2.48521,0
33,6,0,13.8839,2.36686,0.8,1.64883,13.1739,2.48521,0
34,6,0,15.3721,2.36686,0.8,1.69462,14.6312,2.48521,0
35,6,0,16.9504,2.36686,0.8,1.74195,16.178,2.48521,0
36,6,0,18.6216,2.36686,0.8,1.79087,17.817,2.48521,0
37,6,0,20.3883,2.36686,0.8,1.84143,19.5507,2.48521,0
38,6,0,22.253,2.36686,0.8,1.89369,21.3819,2.48521,0
39,6,0,24.2186,2.36686,0.8,1.94768,23.3131,2.48521,0
40,6,0,26.2875,2.36686,0.8,2.00348,25.3469,2.48521,0
41,6,0,28.4626,2.36686,0.8,2.06112,27.4861,2.48521,0
42,6,0,30.7464,2.36686,0.8,2.12067,29.7331,2.48521,0
43,6,0,33.1415,2.36686,0.8,2.18218,32.0907,2.48521,0
44,6,0,35.6507,2.36686,0.8,2.2457,34.5615,2.48521,0
45,6,0,38.2766,2.36686,0.8,2.31129,37.1481,2.48521,0
46,6,0,41.0218,2.36686,0.8,2.379,39.853,2.48521,0
47,6,0,43.889,2.36686,0.8,2.44889,42.679,2.48521,0
48,6,0,46.8809,2.36686,0.8,2.52102,45.6287,2.48521,0
49,6,0,50,2.36686,0.8,2.59543,48.7046,2.48521,0
0,7,0,-2,3.22156,0.8,0.78,-2,3.38264,0
1,7,0,-1.99956,3.22156,0.8,0.780446,-2,3.38264,0
2,7,0,-1.99646,3.22156,0.8,0.783571,-2,3.38264,0
3,7,0,-1.98807,3.22156,0.8,0.792053,-2,3.38264,0
4,7,0,-1.97171,3.22156,0.8,0.807127,-1.99856,3.38264,0
5,7,0,-1.94475,3.22156,0.8,0.820497,-1.9847,3.38264,0
6,7,0,-1.90453,3.22156,0.8,0.837369,-1.96094,3.38264,0
7,7,0,-1.8484,3.22156,0.8,0.854706,-1.92159,3.38264,0
8,7,0,-1.7737,3.22156,0.8,0.87362,-1.86506,3.38264,0
9,7,0,-1.67779,3.22156,0.8,0.893592,-1.78816,3.38264,0
10,7,0,-1.55801,3.22156,0.8,0.914637,-1.68822,3.38264,0
11,7,0,-1.41171,3.22156,0.8,0.936662,-1.56249,3.38264,0
12,7,0,-1.23624,3.22156,0.8,0.959557,-1.40816,3.38264,0
13,7,0,-1.02894,3.22156,0.8,0.983216,-1.22245,3.38264,0
14,7,0,-0.787172,3.22156,0.8,1.00764,-1.00269,3.38264,0
15,7,0,-0.508275,3.22156,0.8,1.03285,-0.746208,3.38264,0
16,7,0,-0.189598,3.22156,0.8,1.05885,-0.450341,3.38264,0
17,7,0,0.17151,3.22156,0.8,1.08565,-0.112425,3.38264,0
18,7,0,0.577701,3.22156,0.8,1.11328,0.270201,3.38264,0
19,7,0,1.03163,3.22156,0.8,1.14174,0.700204,3.38264,0
20,7,0,1.53594,3.22156,0.8,1.17106,1.18024,3.38264,0
21,7,0,2.09329,3.22156,0.8,1.20127,1.71295,3.38264,0
22,7,0,2.70634,3.22156,0.8,1.23242,2.30098,3.38264,0
23,7,0,3.37773,3.22156,0.8,1.26453,2.94697,3.38264,0
24,7,0,4.11011,3.22156,0.8,1.29766,3.65355,3.38264,0
25,7,0,4.90614,3.22156,0.8,1.33184,4.42336,3.38264,0
